120 365
54 52 432
92 25 103
114 35 438
118 15 383
58 90 164
39 20 233
102 19 130
76 66 172
50 106 201
12 90 614
29 50 927
97 61 356
113 38 63
108 53 974
24 37 553
81 78 531
51 115 856
7 70 511
25 26 339
7 45 45
75 53 966
52 57 414
101 25 325
35 17 742
111 95 590
53 111 209
87 25 31
88 40 33
120 44 829
42 46 33
36 30 347
17 111 797
113 15 348
9 101 361
119 92 63
20 22 138
22 102 787
106 11 951
33 77 858
73 67 713
91 73 733
109 63 47
107 68 788
102 81 58
30 94 638
32 83 727
72 38 926
93 26 178
112 15 798
69 113 2
58 27 456
20 98 653
98 105 204
70 106 262
39 91 772
104 43 56
114 71 656
84 108 473
68 65 752
48 71 766
59 13 605
4 77 228
72 36 821
60 46 758
10 33 965
10 13 596
19 45 107
65 50 283
26 69 258
6 39 429
118 17 674
100 40 486
20 66 790
29 98 301
13 114 645
76 109 342
41 71 265
80 46 316
35 88 607
11 85 138
101 70 155
69 85 568
84 47 512
95 55 633
3 71 496
91 89 568
68 22 256
53 72 589
94 39 256
6 93 135
87 9 714
104 82 922
48 21 755
90 15 515
55 74 686
29 104 482
55 87 903
71 74 547
21 50 852
39 18 889
84 25 568
3 113 70
99 102 65
97 66 378
100 9 641
95 68 683
74 62 992
8 75 343
12 117 412
65 82 463
50 31 15
90 23 743
82 83 470
119 96 552
25 18 445
73 102 534
16 83 970
24 44 238
85 2 370
25 37 9
31 111 387
95 14 136
34 63 973
34 69 388
36 63 476
64 7 544
79 53 747
12 101 673
15 61 270
31 57 946
22 115 682
29 28 153
32 47 959
119 4 549
96 114 892
29 15 619
22 25 227
15 44 702
108 85 180
75 47 680
67 93 74
44 11 796
55 91 81
104 11 591
68 22 497
99 45 432
98 33 186
73 12 576
25 35 330
75 83 400
72 12 588
9 106 625
111 43 593
13 41 762
110 42 869
104 22 205
50 108 984
69 30 41
75 34 903
77 46 840
67 49 255
74 65 802
19 94 733
110 10 628
38 50 269
72 75 449
49 84 137
88 99 20
56 21 409
62 25 266
33 32 68
106 31 574
52 91 788
109 52 91
65 75 232
12 68 81
102 30 304
108 36 291
22 93 239
116 56 938
112 66 400
43 91 457
98 17 801
59 21 878
47 67 818
24 87 63
96 70 910
28 116 22
52 5 487
67 2 398
112 59 909
86 37 824
59 45 444
58 92 104
27 78 873
88 6 448
28 80 706
24 12 1
49 60 26
70 118 11
109 56 995
51 107 878
98 11 484
94 39 297
86 113 284
50 60 533
90 55 113
110 114 954
42 116 360
1 40 430
43 70 397
22 21 735
45 26 194
44 59 668
107 43 353
38 24 466
107 52 865
52 57 21
43 3 339
14 63 672
87 79 576
115 17 573
66 7 363
26 105 512
107 46 107
5 52 731
80 12 466
31 50 306
67 118 702
54 91 160
89 77 526
60 87 448
44 108 393
23 27 272
16 77 335
8 60 921
73 37 584
51 70 522
11 78 106
59 80 652
33 103 867
59 78 462
17 16 180
91 3 900
46 107 244
108 71 75
6 118 114
90 70 212
87 102 531
57 14 825
88 28 541
39 44 541
74 67 292
42 51 365
57 80 492
28 6 229
46 102 789
70 20 507
73 36 759
63 38 29
66 81 316
77 40 330
100 62 800
83 69 938
63 95 181
77 74 588
16 22 492
7 112 836
43 28 209
44 28 889
111 115 123
82 93 657
38 1 840
4 77 737
62 39 754
9 17 843
26 47 487
22 9 964
21 78 804
118 100 278
87 42 713
102 49 489
21 58 337
5 94 667
112 68 932
118 40 430
88 33 470
32 9 459
20 27 180
41 58 831
64 95 143
75 86 976
12 97 198
11 70 999
78 57 384
41 89 638
73 43 841
36 54 407
94 17 603
40 111 968
43 71 299
40 98 549
90 31 870
76 6 546
59 24 66
117 49 651
29 37 110
23 51 855
11 17 228
29 63 522
43 9 957
114 84 369
64 22 293
44 110 5
84 71 276
43 64 520
52 95 960
33 39 758
110 66 186
104 90 468
67 119 488
103 46 535
112 117 355
21 13 8
63 91 918
21 84 544
38 104 759
100 37 129
99 63 60
58 68 950
50 83 13
19 104 93
89 23 344
25 47 292
37 79 757
98 34 493
100 5 608
67 96 426
73 94 746
71 32 859
33 41 178
25 11 905
11 82 679
10 6 138
93 64 998
52 9 379
84 3 908
41 61 403
3 111 895
15 66 421
25 29 104
83 82 949
55 17 879
16 58 352
104 38 788
82 14 37
7 96 295
26 31 445
65 85 823
54 63 213
1 73 606
10 57 458
47 33 278
31 67 695
43 113 482
