151 718
70 48 214
10 125 830
78 4 743
72 123 738
138 94 538
151 61 143
106 30 215
109 76 36
25 124 754
113 5 564
16 68 895
9 12 284
25 37 377
66 144 228
53 142 584
35 69 901
109 56 988
149 74 313
122 77 337
39 29 704
106 16 810
73 147 612
72 79 551
117 130 974
54 135 178
92 35 292
109 81 510
120 109 308
59 126 30
99 86 537
15 17 918
97 81 954
101 111 783
51 111 468
119 1 848
51 38 255
36 61 776
99 51 677
17 85 408
110 138 648
108 20 10
30 61 89
145 60 860
94 15 481
88 140 903
7 27 833
25 151 855
83 130 607
26 8 196
92 122 143
64 46 314
59 39 641
126 91 724
63 137 721
39 123 60
12 116 244
32 84 274
17 138 47
51 97 920
26 30 470
136 142 302
32 51 533
86 61 216
72 96 751
123 139 606
84 129 457
45 105 107
60 135 361
126 13 746
41 48 589
112 116 770
50 20 714
11 145 832
22 59 305
8 52 924
106 51 219
76 33 83
98 11 193
89 11 300
31 151 620
47 79 914
40 88 778
83 57 352
74 104 97
46 128 863
27 97 97
66 101 921
55 3 398
89 83 343
130 72 301
78 141 396
18 62 493
130 15 679
52 149 330
133 51 634
137 93 563
34 151 446
62 145 533
46 108 103
116 96 692
41 122 860
150 98 323
71 103 885
100 13 523
9 74 464
101 69 120
62 118 808
132 16 600
135 4 735
35 54 102
57 43 105
3 33 385
104 44 281
119 113 499
31 134 791
114 131 750
6 34 10
115 66 175
148 130 812
65 141 537
130 29 483
3 106 82
86 109 530
147 130 35
97 145 829
119 36 916
64 61 697
94 66 634
13 121 811
105 59 679
56 151 437
27 112 732
22 70 295
53 43 815
69 142 433
130 6 472
92 106 166
127 146 234
15 126 419
93 69 242
54 77 999
118 62 313
21 32 984
43 126 675
61 118 825
4 32 854
50 137 825
139 143 857
14 98 474
82 141 709
17 25 631
89 112 360
12 81 500
68 134 591
124 57 481
118 100 290
19 91 97
63 144 421
100 18 583
13 89 179
10 27 401
146 39 369
60 1 611
137 96 289
84 133 161
22 68 747
107 84 93
150 90 458
56 43 755
99 45 991
80 130 180
17 150 639
48 138 801
136 116 800
7 13 316
61 132 193
84 144 813
133 149 535
79 131 66
20 63 505
149 81 507
1 115 145
143 102 375
134 114 485
93 104 491
46 3 129
126 69 770
126 6 552
29 117 924
122 51 133
107 62 847
35 126 835
150 54 386
60 138 952
110 97 694
10 32 977
18 24 190
144 65 648
117 115 218
37 20 864
39 105 758
51 81 886
151 147 768
8 146 897
96 134 681
98 23 515
2 43 563
127 99 516
88 15 329
99 8 11
95 12 643
49 3 88
109 39 846
66 145 521
121 142 261
127 15 144
76 81 629
46 69 972
143 130 465
105 99 147
31 107 143
27 38 871
48 110 287
38 41 500
109 14 282
109 34 853
102 87 458
84 131 92
126 130 362
138 45 979
89 137 118
75 142 37
79 30 499
79 38 94
51 19 808
78 109 167
108 14 17
69 5 417
141 125 586
78 127 975
98 146 998
132 54 4
3 141 15
9 62 959
137 61 429
13 96 730
107 122 684
115 140 975
83 46 914
81 67 715
140 17 913
33 106 544
130 133 268
90 130 698
39 83 473
15 127 592
77 147 677
58 69 307
83 70 727
50 73 96
119 118 795
101 126 957
99 101 741
107 54 572
2 90 350
76 109 528
28 104 867
9 65 974
151 44 121
122 141 2
101 54 797
48 70 964
112 35 459
18 47 644
19 144 307
108 125 247
51 133 137
40 106 77
17 65 916
30 87 317
135 33 853
78 92 68
58 23 824
97 116 58
2 80 943
1 43 1000
108 149 964
29 125 494
103 93 697
104 122 129
103 42 243
75 50 730
6 5 132
51 90 49
102 26 586
44 54 739
32 48 267
62 24 549
117 134 822
26 71 9
136 39 208
7 24 35
103 56 662
19 104 486
40 14 874
4 120 128
115 53 933
72 128 70
31 105 954
1 82 563
51 59 430
147 141 912
56 11 90
55 149 417
120 146 634
116 84 507
106 125 334
114 23 238
83 120 547
103 110 98
46 26 991
120 37 327
123 62 789
59 83 741
48 65 754
14 75 944
151 7 202
42 111 804
78 98 865
16 111 734
130 121 764
48 36 561
83 13 560
129 119 657
139 135 243
4 42 572
55 16 404
48 82 811
138 5 617
21 143 586
100 63 128
28 143 807
79 38 860
145 135 130
111 112 412
116 97 553
52 90 594
75 113 614
90 19 289
124 47 885
140 102 186
63 135 809
150 130 171
107 53 933
143 15 574
122 86 182
7 68 153
20 94 677
135 116 55
77 90 751
33 130 719
140 57 120
81 51 179
32 103 430
117 94 915
80 91 378
137 126 515
23 27 547
99 97 562
129 86 93
72 53 514
100 86 134
5 95 280
38 141 130
26 66 126
131 122 592
87 83 843
141 145 84
22 41 295
142 60 586
90 92 125
29 99 529
72 8 246
97 1 555
40 39 552
120 102 158
15 37 750
16 113 257
150 51 803
69 46 486
52 9 209
28 63 122
33 141 225
