106 1093
45 49 100
13 2 492
93 96 917
99 64 810
88 102 805
36 15 643
103 2 836
79 44 82
75 66 657
7 87 47
33 63 919
27 35 523
40 5 772
101 80 666
33 75 237
11 91 489
43 77 519
14 96 573
90 11 705
16 4 501
27 106 839
21 37 301
86 92 218
45 58 687
78 24 833
24 80 3
58 73 632
16 45 520
60 56 55
35 17 747
82 25 535
35 59 344
86 106 0
93 54 165
71 74 69
32 68 218
101 102 70
16 88 994
17 69 702
10 106 327
28 33 497
29 18 571
59 56 423
70 25 989
47 1 595
8 23 893
7 59 609
74 16 133
69 86 175
42 9 901
16 104 71
44 60 141
101 15 28
73 94 578
75 81 790
101 84 146
50 23 998
89 69 584
29 39 401
103 78 408
31 28 801
20 96 419
46 89 867
52 35 484
75 68 289
83 97 277
33 12 477
102 61 890
96 98 308
46 4 518
39 35 639
74 31 364
68 86 696
2 20 358
10 89 242
53 70 675
55 6 593
58 24 343
52 19 5
12 8 566
58 10 692
103 18 914
66 104 60
72 57 127
48 75 773
28 19 822
48 13 523
73 10 732
45 40 108
26 33 117
48 28 670
45 38 565
45 74 259
20 71 632
79 62 782
36 105 279
11 37 746
66 6 504
89 66 245
91 66 590
13 49 535
11 29 122
69 81 87
101 25 585
4 91 150
52 24 973
99 88 195
64 44 393
81 13 136
97 44 504
17 45 88
50 79 359
54 14 305
49 24 949
67 102 710
57 75 281
12 79 612
36 81 973
2 80 767
89 5 526
93 75 34
21 20 350
6 55 177
79 61 138
78 64 989
88 83 520
91 74 23
47 33 793
37 49 654
72 52 43
39 90 35
78 22 992
42 14 817
88 43 969
39 81 215
96 59 990
56 33 846
36 85 314
62 87 155
34 46 294
106 38 945
85 34 373
7 62 362
67 41 107
58 84 837
6 44 131
62 7 967
43 50 150
65 91 280
88 96 166
93 59 229
4 12 81
14 58 451
54 87 114
9 67 982
105 52 118
2 76 774
102 87 343
86 40 686
49 53 86
4 21 184
57 13 54
100 56 471
13 19 772
4 62 859
21 39 340
83 50 456
87 22 918
66 63 107
48 31 549
47 87 94
15 51 87
76 35 766
31 30 729
100 85 125
20 14 478
56 68 286
50 18 450
89 9 747
20 53 317
87 55 988
59 20 347
56 70 323
51 21 501
59 4 101
12 99 814
61 65 181
30 86 679
28 104 227
62 36 998
93 104 604
22 99 232
100 65 12
60 105 556
76 55 469
10 5 377
82 16 314
61 84 643
80 92 441
8 98 284
37 77 990
105 52 351
14 100 290
40 69 894
92 39 718
69 7 878
37 12 232
12 38 641
98 47 882
88 11 229
10 6 714
73 2 695
8 71 931
17 55 356
54 6 278
64 32 103
99 86 364
7 55 466
73 89 214
61 21 479
71 58 296
49 31 425
78 41 843
84 90 83
15 23 923
29 105 973
65 67 38
76 75 159
15 41 739
102 92 812
12 80 530
61 81 758
97 85 680
49 46 77
39 68 113
30 49 872
18 88 607
83 94 84
66 105 360
80 85 550
11 34 442
67 79 837
44 84 572
29 15 5
96 47 206
3 59 378
19 65 183
55 25 825
14 18 732
59 83 901
95 101 294
66 106 212
102 2 146
21 78 411
97 38 842
60 18 3
34 85 504
25 3 569
37 50 748
40 71 831
56 15 652
95 7 552
32 75 973
82 69 311
40 80 907
39 25 919
103 69 33
10 78 69
24 38 84
54 70 127
25 55 179
42 7 278
105 33 625
1 102 477
48 55 469
79 48 818
68 35 185
78 39 890
94 95 305
5 37 908
49 72 619
106 5 982
101 66 63
34 102 943
57 8 626
106 51 64
91 96 431
100 57 794
28 101 727
45 69 892
102 3 604
57 49 514
76 81 746
40 23 750
40 77 65
100 68 821
47 6 891
100 11 961
80 86 455
39 56 246
24 68 730
31 106 560
44 82 313
55 73 60
50 74 251
72 68 331
86 99 577
45 39 231
23 14 162
38 55 390
38 70 680
88 95 447
91 73 587
41 35 939
64 49 582
7 66 676
13 9 801
7 20 718
88 101 863
58 15 193
71 37 65
78 49 926
48 67 57
83 61 944
45 35 462
61 65 813
29 92 844
98 34 380
55 96 821
77 66 298
84 99 112
87 55 793
80 102 602
59 5 60
102 12 702
68 63 107
100 33 859
43 94 393
57 29 671
92 41 273
91 93 357
77 64 382
91 35 672
102 13 365
71 35 15
47 79 345
20 53 414
46 89 931
78 62 986
12 53 517
74 49 495
19 7 613
90 12 91
