161 3863
115 37 689
115 53 139
31 59 273
107 124 173
15 157 427
46 95 175
137 139 730
3 76 371
92 116 635
23 11 564
137 71 186
76 103 54
119 122 352
4 152 799
41 17 238
68 41 474
46 78 207
146 47 955
150 22 482
58 105 328
12 73 525
89 93 546
32 150 809
71 154 312
79 158 216
64 28 715
16 119 27
72 15 121
74 147 333
135 26 163
119 158 310
108 55 898
66 79 530
48 111 597
55 104 752
47 132 917
81 50 222
142 40 867
125 9 759
127 134 702
105 112 449
44 101 640
153 90 594
29 144 598
9 105 718
56 13 774
56 91 205
146 9 183
77 105 189
108 42 177
45 57 193
59 5 14
145 18 207
154 142 838
160 59 657
110 74 65
51 94 918
160 12 316
75 37 463
115 35 368
156 65 8
102 80 885
81 23 963
43 123 904
19 114 504
19 7 378
1 88 221
155 77 978
112 155 204
65 94 462
110 38 529
100 110 214
127 138 829
128 153 252
97 146 404
52 126 378
129 143 844
17 161 560
103 151 132
6 148 490
59 110 831
84 130 943
142 39 735
112 101 89
53 144 480
132 105 116
11 87 180
6 18 151
145 84 803
48 88 303
141 79 145
95 130 260
76 10 490
137 1 871
104 110 914
36 59 437
48 102 237
54 79 417
58 157 594
57 81 221
20 12 173
23 38 427
71 114 266
123 80 286
3 144 617
108 57 175
45 82 235
83 132 647
87 98 559
45 69 265
72 19 639
35 76 643
119 2 956
139 1 639
2 76 105
33 116 538
80 47 547
155 88 146
19 128 946
103 111 710
116 37 215
41 106 363
47 25 780
91 100 224
130 105 446
160 80 441
70 35 211
133 9 947
117 90 869
55 123 202
42 43 224
64 13 145
61 155 992
107 89 977
117 114 817
10 93 248
25 121 431
107 131 156
148 53 937
57 19 668
58 123 694
52 156 620
155 114 441
79 114 936
60 56 961
107 94 948
38 103 226
84 7 826
74 110 763
127 53 824
58 65 460
29 132 554
98 136 578
125 36 334
148 21 87
150 9 371
13 106 938
12 96 925
44 131 635
24 152 515
6 43 692
48 125 849
115 112 439
52 147 247
13 16 492
92 2 184
42 13 358
7 93 610
19 101 532
32 21 230
29 161 64
8 21 553
83 50 159
44 143 910
100 99 172
41 59 565
78 147 712
137 40 794
102 54 161
115 30 341
161 58 110
75 93 717
70 112 448
150 54 535
94 157 276
113 143 720
73 102 809
8 25 564
101 15 731
113 23 920
56 147 165
27 154 189
154 138 784
41 132 527
24 10 264
71 123 282
73 85 576
22 93 714
89 36 872
9 97 321
57 51 282
55 161 978
21 137 461
49 48 114
88 59 912
114 46 153
33 45 445
31 109 882
115 148 225
10 141 15
43 60 419
118 74 156
155 3 335
135 133 857
12 155 291
57 4 615
39 20 149
91 12 451
71 13 940
43 65 650
154 116 392
27 115 53
157 45 774
152 154 133
114 117 972
117 111 365
64 81 131
116 45 451
145 22 543
80 152 343
85 39 190
34 99 771
103 72 47
24 60 916
150 142 481
8 4 863
77 149 975
79 20 854
151 23 95
16 159 58
40 158 673
138 39 932
75 41 539
149 88 20
105 71 346
101 153 40
28 115 384
151 31 35
33 108 249
55 153 313
39 155 988
122 48 518
146 53 267
91 119 33
15 92 388
86 81 691
14 152 965
32 36 205
46 156 361
146 154 993
26 144 125
150 139 713
87 155 866
104 63 0
73 67 805
94 43 510
152 120 611
33 125 14
10 139 568
30 107 184
35 145 578
38 37 857
54 93 681
117 82 171
50 81 393
91 97 135
149 34 26
5 157 977
13 93 153
93 27 68
64 97 762
137 157 932
131 156 544
34 37 134
25 6 839
84 81 985
72 95 326
37 13 802
37 3 114
117 22 650
119 117 76
78 24 874
154 28 907
145 114 989
150 25 439
89 79 122
120 20 433
95 76 138
16 105 859
28 49 388
29 147 254
135 1 776
61 37 543
123 78 403
26 50 625
42 47 969
41 104 167
139 71 287
66 35 263
7 61 336
133 130 785
59 46 456
71 103 945
24 141 193
16 158 83
52 84 961
146 128 315
152 58 240
116 2 744
34 110 510
142 65 470
155 64 690
114 142 731
97 113 318
97 64 691
132 74 363
41 72 857
158 142 991
42 117 395
14 3 710
148 61 526
93 90 695
41 92 277
40 4 870
159 75 906
107 125 75
73 57 108
47 76 680
34 62 60
19 23 943
33 146 845
116 138 726
159 110 863
98 150 698
40 39 833
6 150 101
127 151 306
59 44 9
10 130 64
30 75 42
34 65 516
60 149 327
7 100 161
126 92 869
61 42 262
83 93 221
8 38 154
101 29 237
95 101 0
88 24 489
59 105 375
85 61 37
131 66 726
117 20 185
117 160 345
117 32 425
41 141 412
43 25 292
33 138 244
126 44 276
55 70 776
41 124 508
10 63 131
45 106 215
12 34 475
4 28 498
5 93 286
145 130 843
43 61 745
21 107 274
139 69 842
35 105 738
141 99 685
6 87 174
103 69 925
75 90 147
137 129 801
95 101 157
161 149 456
84 111 975
99 7 692
40 9 36
111 59 806
133 7 152
70 81 130
96 139 911
7 42 843
151 100 789
23 20 339
56 67 772
9 36 676
126 143 146
141 37 602
70 87 469
157 75 866
104 18 696
122 142 245
26 81 723
79 123 931
27 125 469
83 21 825
12 93 309
38 59 740
37 99 170
151 133 413
101 35 6
64 61 747
109 142 641
99 93 364
41 29 332
109 122 168
24 161 776
64 25 452
20 119 200
142 141 576
97 55 424
6 53 689
81 133 520
150 11 220
143 109 102
82 119 646
37 141 437
132 70 854
141 113 309
91 86 42
76 158 676
49 94 954
62 70 138
64 130 101
84 46 449
142 5 428
134 39 487
31 115 566
90 156 812
151 31 931
67 87 366
107 97 617
114 74 944
121 132 443
85 114 38
25 7 82
134 39 343
157 118 926
1 26 510
23 142 542
103 110 767
76 70 684
15 117 788
114 13 970
102 89 187
153 75 743
66 123 176
10 20 802
93 102 348
8 89 203
42 4 578
75 72 317
35 1 118
126 53 435
109 153 928
5 159 980
51 56 638
146 156 851
11 67 157
28 4 832
12 103 48
80 70 710
75 121 883
63 69 180
4 38 659
16 15 285
39 61 542
34 155 497
114 146 43
131 103 876
67 50 195
13 35 406
68 134 892
95 16 309
70 141 515
143 68 842
86 113 778
161 101 526
108 54 958
138 66 451
103 13 439
22 145 914
98 111 463
157 96 771
122 117 937
23 8 295
5 113 203
58 20 595
101 152 28
74 54 517
88 150 465
27 131 251
73 128 763
54 157 83
90 5 633
67 96 548
115 91 374
24 133 825
111 12 325
117 72 477
133 45 761
150 161 10
75 114 677
5 43 229
48 87 471
62 109 470
24 97 313
119 131 295
122 120 166
126 153 922
124 48 579
126 28 396
63 22 383
139 87 202
65 145 718
99 109 949
158 88 280
144 104 573
37 116 311
141 37 281
64 159 913
157 134 631
126 160 817
47 121 500
57 128 322
77 151 572
18 153 609
72 128 306
147 109 95
51 149 712
119 38 373
52 110 745
63 115 960
32 33 239
40 110 418
152 95 887
118 155 926
79 25 870
94 30 351
41 58 721
52 65 221
3 28 21
132 46 441
51 28 278
136 69 682
80 146 285
148 4 720
114 93 371
96 67 169
1 108 811
157 13 318
80 34 718
115 109 31
20 122 716
132 128 516
37 98 684
77 121 32
80 97 694
125 130 511
112 19 286
24 49 636
95 94 196
43 112 608
38 138 990
105 72 449
56 74 252
120 161 481
125 128 586
109 52 704
32 61 171
75 105 618
13 67 856
81 36 508
140 27 747
117 112 768
85 161 444
79 112 97
29 88 393
153 42 101
151 119 471
79 151 25
161 29 324
1 30 231
74 86 580
147 3 849
92 123 729
57 151 934
10 68 530
46 63 48
30 85 676
94 48 610
78 54 389
8 47 186
47 13 399
155 156 59
81 122 138
133 2 236
6 70 671
49 35 825
156 158 866
19 2 399
114 134 687
133 9 769
99 98 228
112 66 869
29 18 41
69 17 957
111 55 891
63 108 497
143 131 577
48 62 0
30 21 776
153 39 742
32 101 593
106 59 579
58 38 472
46 97 311
27 31 661
152 46 347
107 93 311
31 26 716
10 28 880
61 135 377
52 150 319
63 62 157
57 69 347
153 106 13
82 111 576
126 23 141
73 115 768
9 65 13
43 112 742
85 78 279
150 159 842
50 159 577
99 62 660
68 38 122
6 89 23
135 131 391
32 68 164
21 70 51
35 124 675
119 62 813
104 16 984
92 96 351
56 94 565
48 114 59
117 124 961
133 93 488
73 77 224
5 8 516
71 42 583
144 55 740
52 114 458
85 11 117
147 158 862
137 156 598
30 52 489
21 28 26
59 159 283
66 128 898
90 14 410
86 75 335
133 157 774
127 114 711
126 75 838
147 31 528
125 129 104
109 9 36
6 150 424
101 91 728
89 104 371
98 39 781
99 74 9
159 66 856
23 138 748
9 99 103
126 151 15
117 80 523
1 118 311
128 97 711
14 66 621
44 79 989
5 68 215
54 64 378
79 133 123
73 159 419
55 152 607
76 127 347
65 23 11
88 20 549
21 81 832
30 24 404
30 153 140
11 65 552
6 49 615
140 137 887
19 152 45
142 71 526
26 123 212
110 66 843
46 41 261
104 161 682
38 7 451
123 47 958
18 52 520
71 116 258
146 106 833
141 102 870
25 18 164
97 12 692
79 47 586
66 133 931
122 84 851
59 25 417
3 133 589
93 57 758
150 161 474
50 77 469
4 58 31
2 22 115
36 103 955
14 47 621
12 146 831
91 88 461
90 139 166
156 139 159
87 90 658
36 10 95
6 11 565
72 83 89
107 132 741
13 147 800
22 150 423
30 111 421
85 92 711
26 10 433
139 66 993
7 129 995
150 78 862
104 10 611
106 115 576
111 156 630
78 83 553
159 87 725
54 130 542
88 19 278
138 59 372
129 44 514
16 94 330
86 108 250
54 111 565
145 91 863
144 68 682
155 90 565
88 130 676
24 52 904
132 124 861
72 106 49
24 146 539
125 149 952
113 84 118
142 55 279
149 126 762
149 20 744
81 150 953
60 117 485
126 25 395
87 18 57
114 127 604
41 93 244
32 141 851
29 70 947
97 34 292
52 22 319
160 19 425
137 11 304
22 109 749
53 119 894
96 100 708
36 27 956
51 57 23
123 64 893
1 15 5
88 85 911
75 52 927
112 87 103
91 90 461
150 13 565
119 126 899
14 127 82
58 102 571
101 32 766
131 125 284
60 47 318
88 139 64
2 110 303
73 17 796
70 151 358
7 157 288
35 160 958
123 85 314
21 30 424
28 161 729
109 147 767
60 95 623
78 37 126
28 47 298
28 134 303
159 68 86
151 63 222
32 61 756
127 139 46
55 71 249
159 56 606
31 151 681
45 16 733
27 48 9
17 155 555
131 159 132
53 81 121
127 144 389
97 54 512
145 136 474
82 100 909
96 152 466
39 87 715
14 91 20
104 71 876
146 81 74
24 120 993
67 97 800
157 141 693
8 26 568
52 138 134
139 26 357
39 70 482
61 86 805
27 48 359
73 154 778
105 116 443
110 83 467
134 97 710
76 62 203
128 97 812
98 113 916
6 128 973
14 35 97
73 36 270
49 83 439
102 52 582
152 119 593
119 65 901
58 63 183
144 140 782
145 119 133
57 135 877
61 161 691
138 129 398
139 28 933
41 56 203
102 121 452
82 97 997
131 132 506
78 6 416
69 126 523
130 36 13
133 125 905
124 35 150
