163 5028
98 76 238
154 31 271
50 153 695
104 82 826
130 18 740
107 101 719
149 39 194
98 37 633
58 20 714
37 16 631
72 94 450
103 163 767
102 148 526
156 140 942
160 81 303
102 100 714
49 4 881
58 86 593
55 119 628
73 75 703
25 113 478
112 25 853
115 19 895
45 84 946
54 148 22
116 63 497
74 150 823
40 15 420
122 77 192
3 85 158
53 57 489
97 126 704
58 68 902
6 111 212
121 34 464
58 57 255
52 109 652
5 66 92
116 97 387
112 118 276
140 29 683
95 129 802
161 26 474
74 27 729
64 150 644
1 145 336
39 13 299
121 67 533
63 36 511
55 48 939
41 4 99
36 123 183
58 129 336
62 66 221
117 54 370
152 37 767
44 100 539
39 10 536
118 36 152
106 51 213
77 17 321
96 74 825
46 126 97
159 136 95
38 95 175
9 110 381
55 150 303
46 117 398
59 26 524
134 25 739
95 30 647
133 74 607
51 44 730
75 114 236
117 147 853
130 16 907
146 111 622
82 75 883
144 87 308
78 121 11
50 26 951
8 149 971
89 138 464
70 83 352
13 100 579
13 31 479
156 73 189
110 122 992
139 47 833
3 59 736
44 161 228
120 85 912
78 100 352
10 125 93
27 19 232
33 34 704
156 20 154
155 163 296
60 6 279
63 121 957
2 101 598
29 133 597
103 80 140
10 113 96
76 138 936
120 95 337
112 58 280
146 98 241
32 31 358
132 69 918
42 144 195
141 15 25
74 141 145
153 96 524
95 124 526
55 32 353
21 7 20
107 101 466
87 32 860
93 6 254
36 158 316
73 106 834
82 163 917
65 91 78
122 18 43
62 81 153
13 82 96
62 143 802
122 114 505
90 134 909
92 146 647
160 56 515
130 155 734
45 153 29
95 152 463
5 63 454
107 70 348
38 12 124
34 146 119
124 48 831
127 122 573
147 141 587
9 94 505
29 120 229
153 99 259
101 70 218
131 81 829
158 155 738
107 155 18
99 5 182
21 10 694
108 131 136
125 50 39
127 76 763
94 136 993
80 105 271
152 111 366
58 43 885
40 159 562
99 105 241
102 62 717
28 37 325
41 81 467
68 156 376
158 106 980
91 36 723
25 103 287
82 163 367
7 100 625
163 132 883
14 3 742
43 163 52
105 106 999
47 6 504
106 86 183
63 125 959
4 116 931
158 151 820
15 36 636
68 81 70
80 158 766
61 156 544
99 4 858
3 160 869
60 139 58
24 26 894
27 30 516
112 163 694
77 12 488
60 95 136
104 121 354
117 89 474
121 119 816
134 129 85
132 39 693
12 14 421
132 130 57
133 37 472
77 61 501
19 163 365
11 163 59
