142 9640
109 108 487
134 114 268
133 136 262
41 139 982
127 17 60
135 41 925
22 139 194
100 109 264
82 23 746
104 63 318
19 44 427
101 126 562
97 54 223
135 98 412
130 3 617
114 25 811
19 31 902
33 55 453
107 129 0
36 69 497
4 28 211
120 96 131
117 79 105
55 40 93
23 133 73
125 89 904
98 111 703
119 125 892
39 18 38
26 66 128
132 35 718
127 89 178
90 34 931
114 40 651
45 1 935
41 34 124
42 77 821
141 61 757
66 136 367
42 38 829
53 10 953
27 102 320
79 12 669
10 118 961
138 51 576
14 7 95
29 129 824
110 78 76
101 10 979
34 131 249
106 9 887
112 17 504
66 7 374
24 85 880
105 117 742
50 132 73
122 131 307
16 10 400
80 8 699
53 89 522
6 70 319
89 32 642
129 114 120
108 134 623
69 60 238
113 4 158
103 141 324
53 107 81
35 99 217
15 112 508
122 68 372
67 53 207
136 135 522
68 16 986
89 135 245
25 112 347
52 69 351
103 87 209
53 12 194
102 85 725
113 61 813
60 81 115
46 75 550
82 119 951
21 130 840
78 19 550
37 113 122
9 121 544
100 31 289
14 36 149
87 48 800
66 32 501
1 70 916
135 48 270
35 71 397
76 61 1
94 38 428
59 82 164
121 124 249
56 16 523
32 86 589
53 62 28
114 4 552
71 116 675
99 91 343
26 75 445
117 5 249
82 60 384
121 6 415
88 35 578
10 105 55
20 56 614
55 10 14
121 118 67
116 91 814
28 43 490
90 33 156
11 43 406
18 77 104
4 85 437
82 129 312
9 94 316
131 73 291
64 31 827
23 17 600
57 113 257
68 133 779
118 139 923
118 128 276
1 133 581
103 20 410
84 50 369
71 107 50
124 9 17
116 55 645
57 141 211
62 87 522
82 84 690
83 8 291
100 79 292
92 34 536
115 142 415
113 139 843
13 73 342
81 5 521
67 126 243
74 92 295
65 70 206
132 36 2
82 11 333
132 74 782
65 116 93
9 141 633
61 129 34
100 30 26
85 40 914
88 87 84
19 14 374
142 128 914
87 77 416
107 118 189
69 132 207
21 66 679
140 109 944
28 100 606
105 37 963
100 41 831
100 22 552
131 11 5
20 45 451
27 21 962
61 56 579
2 9 296
35 81 148
24 114 226
13 48 2
86 100 416
73 107 505
103 121 825
65 125 118
27 41 796
26 49 768
99 23 935
79 17 947
98 141 637
63 109 705
85 96 270
35 123 37
88 84 257
3 110 846
74 84 834
86 44 191
37 89 568
110 82 654
59 115 959
41 19 352
17 64 826
55 124 613
2 108 544
71 117 727
47 108 97
29 56 926
111 59 731
40 142 45
127 34 647
124 99 431
22 93 681
87 58 537
56 103 736
27 124 807
50 57 543
41 77 414
95 112 32
65 97 69
53 6 192
88 82 453
119 51 782
11 40 568
21 35 416
69 97 239
24 21 398
7 13 157
136 102 804
94 31 898
100 45 266
137 86 103
56 84 349
115 37 482
68 64 624
86 108 899
133 84 237
137 95 566
59 90 390
126 128 234
44 84 516
116 53 803
125 58 696
121 96 229
76 74 49
89 8 461
98 22 261
37 64 874
34 51 324
34 135 961
141 118 699
86 23 387
132 19 266
21 98 189
60 48 747
87 141 669
82 62 243
138 79 9
64 17 355
52 10 886
120 34 34
136 117 573
24 113 350
9 133 609
35 140 57
42 131 549
76 11 235
53 142 372
23 129 883
122 84 155
35 138 398
97 27 241
6 108 763
124 86 868
131 134 464
113 55 312
13 135 94
39 34 305
106 132 486
2 115 815
122 67 861
12 89 15
87 112 624
56 73 415
46 82 513
31 49 765
63 124 692
122 55 743
47 96 476
35 23 424
21 55 626
77 112 384
51 55 409
55 22 954
75 130 811
17 89 454
89 3 786
37 87 29
119 129 115
45 99 840
83 135 185
90 128 340
97 44 800
3 141 898
18 123 921
64 49 377
91 100 884
82 117 168
5 105 744
89 96 950
11 77 351
77 80 28
121 95 151
14 94 400
109 20 255
86 31 624
57 15 46
3 52 304
62 76 869
141 67 26
139 5 114
111 90 231
27 11 437
135 96 476
26 136 240
114 140 228
116 104 713
99 77 984
105 16 730
114 10 118
20 98 396
85 19 802
58 45 652
3 79 33
27 135 365
51 117 253
113 87 721
115 7 295
26 47 777
138 62 44
54 83 808
136 106 615
38 113 4
127 31 310
113 121 490
102 134 472
39 88 621
127 135 404
139 33 603
60 122 267
79 80 829
13 23 939
70 88 522
37 29 572
70 74 358
37 20 752
95 54 254
38 82 812
46 15 310
8 130 868
66 110 3
44 110 503
116 13 665
3 103 982
43 67 745
97 138 811
106 42 127
11 67 268
11 91 625
14 4 846
6 48 963
126 138 361
129 141 922
40 7 706
54 72 258
62 60 483
127 84 307
41 128 821
43 27 272
52 78 281
38 134 611
52 9 181
17 128 1000
61 140 479
26 17 372
31 87 978
24 59 48
122 88 612
99 54 558
31 134 272
52 129 219
17 127 482
74 4 892
7 21 574
114 56 502
112 130 625
34 111 780
130 83 200
139 82 198
42 56 16
110 5 717
50 15 735
110 84 781
29 100 488
2 100 212
44 123 283
16 101 8
93 36 848
20 54 944
114 103 146
126 70 216
21 35 955
121 70 15
126 128 194
137 10 647
122 92 973
117 37 836
8 39 308
141 91 75
58 138 451
106 90 315
77 60 680
58 113 394
60 91 367
78 18 973
47 108 649
21 71 770
110 17 30
7 64 405
120 123 588
87 18 522
120 62 578
40 36 844
111 88 937
72 136 249
57 13 954
104 106 877
77 44 39
1 34 978
86 81 150
109 81 842
131 37 865
68 5 596
142 77 443
104 93 305
25 120 199
64 101 70
117 80 667
63 95 288
20 66 378
61 39 214
116 84 934
54 83 621
142 92 199
84 68 11
103 111 5
103 99 705
40 136 536
77 56 399
96 117 645
120 48 656
82 24 153
135 17 238
96 61 484
6 98 126
110 16 986
97 31 441
28 23 792
26 74 356
114 90 876
139 131 695
96 95 253
73 110 499
34 61 517
79 114 640
21 18 223
109 137 198
91 142 131
138 70 512
130 36 851
81 132 456
67 121 22
118 88 155
80 109 95
72 36 381
68 85 430
56 106 794
127 76 818
43 138 209
73 89 453
118 54 692
140 3 900
10 79 30
14 140 705
108 16 591
91 66 378
20 76 153
36 127 387
101 134 42
87 32 15
2 105 356
124 7 723
64 141 397
94 93 755
6 20 505
67 32 717
120 101 774
133 37 151
31 20 737
76 111 334
25 133 221
66 37 310
87 130 829
62 99 200
10 135 554
2 102 852
102 37 728
51 25 974
33 109 291
44 28 990
136 36 223
57 137 295
92 65 163
129 114 177
39 70 914
96 74 506
58 35 661
84 79 108
139 87 247
19 138 522
87 88 953
98 51 25
4 85 239
67 66 957
20 140 945
72 28 637
133 11 111
114 37 544
17 2 542
93 17 769
139 74 429
26 104 961
27 116 638
108 82 382
100 66 219
40 105 757
