129 178
86 78 43
52 56 -12
28 24 -20
84 53 1
123 103 -43
79 10 -48
129 25 81
13 3 48
66 16 -34
3 76 69
28 57 4
42 56 17
90 53 -18
5 31 58
123 7 -48
74 58 64
125 17 50
127 98 57
102 95 15
83 16 -27
78 48 -3
69 103 27
44 67 -39
24 122 69
3 26 79
115 68 52
116 30 0
59 72 59
79 109 97
10 85 78
64 27 69
20 14 63
52 111 56
16 94 61
54 106 -48
22 24 -39
120 13 -8
22 101 98
87 7 87
54 22 86
79 87 -41
62 92 63
2 78 34
54 67 -7
128 69 36
91 99 55
115 91 -33
92 91 32
24 114 -35
53 86 -28
92 120 -8
123 35 -13
102 63 -50
92 64 42
30 14 24
77 23 -35
37 36 67
110 13 20
110 76 58
19 61 95
81 23 -48
109 86 -15
116 92 0
30 93 100
98 51 64
37 124 100
76 47 39
67 108 -26
71 97 95
21 123 -17
77 38 32
72 83 -44
95 73 98
107 127 -47
27 37 0
79 95 95
67 12 -40
115 75 82
24 14 -35
35 105 75
29 96 45
69 3 -49
79 22 83
60 102 -4
97 92 -2
104 95 37
96 125 15
94 129 39
56 25 -9
126 60 35
91 61 96
45 48 98
109 39 -28
114 55 72
5 88 59
98 68 66
63 80 40
41 62 85
80 1 -49
44 82 88
88 68 13
11 83 79
3 98 35
97 68 36
119 66 14
41 56 7
111 97 95
26 69 -37
19 14 7
106 10 28
65 4 94
30 110 -40
75 50 21
56 117 53
44 27 4
3 67 -15
55 67 -48
21 66 -24
85 2 -36
72 125 7
92 78 -22
124 65 34
95 45 26
113 24 -50
12 39 82
99 77 -46
116 39 -38
77 59 8
23 81 25
64 12 89
31 35 7
42 38 21
89 77 -19
91 27 88
35 89 -35
111 23 13
73 1 44
19 99 98
86 12 9
107 42 42
104 123 52
74 11 53
63 86 43
86 19 -50
112 53 -21
7 31 36
67 69 59
110 50 -22
48 128 77
111 14 58
99 103 -26
100 115 45
66 44 24
44 54 71
84 29 -10
14 62 73
91 30 -46
27 23 -5
113 90 -46
11 15 44
110 98 -44
69 104 92
41 110 69
18 89 87
3 55 72
116 102 55
103 91 43
95 88 -6
65 119 -2
13 64 74
23 5 100
84 115 -23
89 127 89
46 40 20
101 43 53
82 48 53
94 50 26
71 28 -24
