132 178
55 66 -2
13 43 -47
62 53 74
12 75 99
80 90 78
74 99 90
53 80 -22
46 128 7
2 30 6
100 102 -22
4 115 -22
76 14 52
42 40 -34
79 63 80
104 22 -25
115 25 -40
18 49 9
53 75 27
124 36 27
59 114 -44
115 71 94
78 33 6
132 57 36
109 20 -33
37 126 55
97 53 96
57 31 -8
129 90 -26
59 36 100
34 52 96
46 48 92
88 15 -16
64 5 42
33 6 -47
22 56 18
65 107 3
53 7 4
47 86 13
131 67 -34
109 38 14
130 117 9
25 46 45
73 51 15
75 47 1
103 115 61
18 116 94
67 124 60
35 84 94
113 36 -6
26 61 -6
119 75 -40
6 84 12
36 70 88
109 128 62
53 39 -32
130 125 70
108 24 -43
13 129 -5
107 90 33
35 52 43
18 81 -23
70 48 21
66 53 88
5 49 79
39 37 1
126 110 59
48 77 41
76 122 76
80 73 -49
24 120 -10
42 47 -14
130 42 47
76 79 4
45 44 14
79 11 23
36 129 69
71 80 15
99 121 98
2 39 74
91 28 88
52 83 65
120 51 53
100 15 0
15 50 46
28 81 70
116 62 59
82 84 56
10 98 -50
43 54 6
106 126 -39
20 107 44
106 24 14
102 12 43
108 65 -13
84 56 4
117 112 -27
29 65 -41
3 44 20
1 2 76
48 52 28
42 86 28
27 81 2
106 95 31
102 72 94
85 131 -23
12 123 54
127 75 23
130 43 7
46 112 69
31 28 -11
82 130 18
129 95 100
100 52 -38
49 71 68
95 131 16
24 93 52
85 10 -9
96 108 65
79 42 45
14 125 2
120 126 26
125 63 11
112 86 -6
53 39 -42
7 55 5
132 30 3
21 61 -4
54 2 -19
117 76 -13
17 27 34
11 113 -3
117 113 -19
64 44 -28
129 33 22
56 2 60
20 28 68
123 26 86
23 3 42
71 72 -6
98 3 35
42 13 86
104 11 -36
65 118 11
108 75 -22
120 47 66
55 112 50
27 50 -41
81 97 33
18 56 6
35 2 -37
119 58 41
115 48 -14
132 85 89
94 42 36
18 110 -18
96 13 -36
31 77 36
101 118 42
94 40 84
122 49 40
48 52 -44
96 19 -2
66 126 35
37 35 65
67 72 -32
40 88 -28
123 71 24
49 118 -26
18 6 0
58 83 28
114 116 52
33 5 18
18 76 -21
36 102 96
102 74 43
7 88 28
71 108 48
8 50 3
