176 286
44 136 47
55 121 53
154 63 -26
49 134 82
117 90 -49
31 97 37
174 59 75
18 72 66
155 163 75
102 169 69
174 109 97
137 41 79
111 108 8
55 28 99
168 151 -8
18 160 17
148 46 -29
61 73 47
67 80 56
72 67 -36
72 34 95
123 73 -48
61 8 30
10 11 54
120 35 -10
128 41 19
29 144 59
129 151 -22
87 109 5
101 167 96
135 7 -33
158 164 3
174 20 42
80 99 0
131 96 -46
130 50 72
8 64 89
15 9 2
59 26 62
140 30 25
158 58 -43
116 119 -14
75 49 36
118 164 -36
127 167 40
71 20 61
72 22 71
125 46 3
70 55 50
70 47 46
67 90 -1
64 89 -35
4 165 -17
107 154 86
112 77 17
163 167 66
86 165 97
40 165 27
148 122 59
70 97 -42
19 75 16
170 17 44
128 160 -13
141 154 46
164 154 -10
90 169 -10
113 40 -48
34 165 -7
17 70 22
15 29 83
124 45 55
8 140 -24
62 145 90
155 76 83
83 148 20
8 64 2
141 112 92
15 1 48
64 91 10
47 42 -49
52 50 -25
38 116 23
60 85 -33
115 84 7
103 41 32
28 45 -37
166 90 49
26 36 86
58 126 -45
142 165 82
126 167 -44
109 92 60
70 145 18
60 26 36
115 69 12
135 68 -7
98 29 77
56 31 3
98 164 12
93 143 55
81 12 -11
42 134 82
131 57 67
175 9 64
46 80 58
119 161 59
129 63 55
173 139 -18
52 95 64
101 41 97
137 81 -48
149 121 -36
62 98 35
75 92 19
85 162 9
92 81 -22
15 140 28
146 163 -45
29 9 -32
137 140 -5
94 10 9
66 13 24
144 59 14
41 32 -18
63 109 53
54 67 25
64 152 12
84 23 99
28 72 76
165 143 91
149 128 60
160 43 79
42 172 22
137 24 -43
113 70 9
159 50 -30
77 59 36
155 50 44
139 13 55
162 47 -15
56 88 93
15 91 28
165 64 84
142 121 -45
25 130 39
97 5 -40
173 21 -42
49 70 95
159 122 92
15 90 29
77 16 -24
6 83 1
49 153 -8
97 145 -30
176 112 -36
6 146 -16
9 51 81
67 2 58
3 117 9
160 89 87
107 122 59
59 49 1
58 80 -36
103 108 67
113 85 20
174 132 -48
104 165 61
51 31 -21
77 113 74
132 129 -33
170 45 83
98 7 -36
175 125 65
79 170 47
63 105 -20
28 27 57
171 29 34
62 67 72
168 141 88
12 22 -18
22 62 1
99 12 51
71 169 35
22 82 13
50 68 3
149 60 3
35 167 54
139 38 100
67 162 -28
171 124 -13
124 54 -5
172 11 -44
141 161 34
121 118 99
58 10 90
86 88 9
70 122 -21
39 126 32
143 120 82
39 150 -4
156 13 2
41 89 49
48 83 -5
162 147 39
77 8 58
25 28 71
62 162 0
19 142 94
50 74 12
79 20 34
137 105 -3
76 28 -21
103 32 42
77 150 -11
17 159 73
12 23 74
19 47 24
48 115 81
121 125 24
18 96 42
2 29 44
20 92 52
156 131 -13
104 54 -29
171 129 15
76 106 53
131 151 16
90 95 49
130 104 35
2 112 -47
151 58 19
71 64 93
47 21 7
144 172 48
34 20 74
69 33 94
83 24 -50
91 155 47
136 169 32
80 137 -6
145 21 12
91 110 -31
43 58 -50
42 119 42
61 72 36
48 165 41
25 22 16
105 99 38
78 60 72
136 69 36
110 175 33
122 41 51
53 2 27
173 129 -16
5 10 23
59 55 62
117 55 78
46 110 -33
150 104 38
111 10 8
128 4 21
92 20 29
141 24 14
53 69 83
41 8 79
102 23 -14
85 73 49
17 72 84
76 133 23
128 46 66
168 36 13
128 36 65
94 134 2
80 136 -3
162 87 55
35 33 74
57 70 -14
169 87 29
154 127 -44
74 17 27
86 140 -9
167 84 -25
15 42 1
60 87 65
145 14 -32
12 176 -41
