163 4002
116 8 365
90 57 700
87 60 974
140 84 675
28 112 813
147 144 654
4 17 984
98 23 577
91 152 268
86 45 906
148 99 62
117 139 264
161 147 347
18 142 765
99 125 240
11 58 312
74 32 756
99 83 243
2 159 931
112 53 287
62 152 345
59 127 600
45 154 414
144 132 512
105 73 71
163 128 512
163 149 306
121 68 639
146 48 362
38 42 387
79 145 426
95 68 740
23 58 415
50 6 797
74 111 905
17 155 122
89 124 470
97 88 895
129 34 21
80 3 896
120 18 31
103 8 70
90 143 982
152 75 670
56 153 260
1 97 149
62 8 421
102 6 177
95 109 862
45 16 421
151 76 374
93 161 13
15 101 130
143 46 950
153 138 607
150 95 709
144 8 948
111 3 66
108 86 369
63 158 506
109 127 369
47 153 832
102 148 791
153 139 837
50 136 395
28 137 37
106 35 675
54 133 905
111 113 876
57 11 36
7 90 79
160 21 257
154 38 758
1 77 822
72 114 670
32 163 468
3 119 323
96 52 453
141 38 108
114 15 486
32 152 50
91 43 351
99 107 96
38 157 737
80 6 425
62 107 556
10 55 123
125 57 439
126 50 547
20 136 123
142 78 619
90 5 392
14 36 51
31 119 169
125 73 649
21 124 30
140 56 687
163 30 604
106 91 138
61 120 908
115 21 675
126 31 799
15 138 933
158 34 701
26 15 589
32 139 726
44 104 25
80 32 684
35 148 482
94 102 494
125 145 902
61 139 103
18 29 590
67 15 324
142 140 535
130 118 300
156 97 998
9 1 242
139 5 645
153 108 718
120 142 996
114 78 897
85 142 465
109 153 232
134 33 246
16 156 575
106 163 55
94 118 560
26 124 617
52 42 68
15 59 123
88 119 708
156 42 15
47 82 762
40 118 405
50 147 358
50 3 85
54 86 24
31 32 523
46 19 124
128 147 226
51 47 15
104 117 786
62 127 749
63 65 453
147 162 912
87 43 191
135 83 521
80 144 902
138 144 721
48 124 583
39 13 34
35 70 576
30 9 427
35 45 403
84 120 883
60 37 453
35 56 412
116 84 304
92 25 312
59 127 459
17 85 146
138 21 278
80 8 977
151 95 354
8 59 544
59 21 334
132 150 257
160 76 564
81 142 802
137 13 570
19 31 617
49 107 596
7 145 126
128 101 316
88 144 220
57 136 407
31 7 327
5 6 283
118 163 895
95 157 469
61 123 378
107 143 552
115 9 53
132 40 18
43 22 330
37 23 205
143 67 44
144 28 785
58 39 973
53 96 142
93 142 87
90 162 530
6 73 692
71 58 440
151 161 605
156 25 60
146 141 17
131 99 802
84 105 853
106 124 692
121 158 368
162 31 241
76 149 536
21 107 317
10 24 740
51 19 459
153 56 926
108 160 378
136 53 824
114 29 473
116 63 379
106 51 707
16 59 632
21 56 271
111 60 683
72 78 427
24 163 394
88 95 978
26 46 395
104 103 433
139 67 57
131 142 619
91 72 88
5 73 615
85 48 941
42 41 927
30 109 239
142 2 38
79 28 63
75 108 323
52 74 541
90 106 118
7 51 446
39 2 689
119 140 335
18 44 802
17 7 940
56 103 625
73 91 771
87 100 837
154 109 124
146 147 977
128 132 29
22 151 102
92 114 645
152 153 137
156 78 48
110 64 795
109 14 678
39 64 111
42 4 114
77 13 328
17 2 452
42 160 102
153 71 394
163 148 275
138 57 864
138 70 654
101 146 819
68 127 2
120 79 879
4 131 795
132 82 643
30 12 958
7 70 171
41 129 206
118 65 722
37 74 570
27 41 145
5 100 466
160 41 681
85 26 750
40 36 158
117 73 639
64 118 399
10 155 949
41 124 276
8 99 993
4 88 726
42 32 977
162 87 770
56 66 720
11 43 131
103 16 947
111 26 950
56 161 463
157 104 806
15 12 401
53 83 607
2 97 781
117 95 397
123 155 790
42 40 14
10 74 731
35 118 67
65 125 33
71 36 942
131 32 64
82 89 638
37 19 840
83 28 776
123 126 848
70 149 850
116 100 665
116 156 151
47 146 906
113 81 1000
55 92 460
92 80 601
163 43 500
106 23 900
23 70 193
152 51 898
47 156 547
107 158 913
137 27 413
162 42 367
39 54 689
153 41 994
2 72 585
144 107 78
59 26 622
149 51 645
31 150 500
15 84 137
160 90 326
40 132 898
154 21 904
81 114 647
118 162 609
43 162 163
97 33 582
105 116 631
130 26 30
45 82 807
86 115 781
133 114 926
41 129 605
2 63 249
88 35 293
8 44 337
6 71 361
93 32 568
88 122 32
14 25 320
101 50 203
46 92 596
73 57 746
53 160 287
26 65 460
117 142 463
7 76 357
146 97 592
17 90 447
133 59 437
80 151 983
72 39 29
90 97 530
69 79 679
82 31 651
34 58 355
96 102 221
73 163 763
3 94 851
3 124 348
63 50 897
26 71 167
16 133 525
92 7 894
1 3 65
19 30 838
108 42 366
52 64 435
162 15 362
34 112 182
18 152 981
144 38 900
66 85 97
154 103 398
83 152 536
2 31 273
44 128 293
61 137 499
60 89 169
48 91 520
85 89 99
149 116 463
61 140 653
82 40 628
93 2 150
78 144 106
129 121 341
123 77 838
119 123 375
85 146 755
146 148 242
36 6 579
143 21 678
70 108 106
89 71 28
6 49 557
83 157 363
19 108 97
143 13 265
104 22 609
69 68 45
77 120 892
104 27 395
98 7 897
151 69 680
68 26 345
38 101 845
41 23 806
149 53 909
145 140 69
138 29 682
142 9 300
160 116 310
156 52 241
37 62 805
60 85 441
44 115 596
64 137 356
143 137 336
19 18 962
128 83 646
83 137 506
19 11 923
12 110 97
11 142 606
37 101 95
130 91 616
36 115 234
61 152 869
101 19 205
103 23 521
61 163 915
59 120 367
23 122 206
131 140 130
81 11 373
35 141 403
6 117 323
59 31 438
4 159 995
99 8 220
101 70 781
131 38 756
41 156 553
40 71 626
147 108 335
122 158 863
154 80 548
107 143 198
98 141 496
96 5 952
162 61 468
118 38 317
135 53 417
154 120 849
25 37 133
114 112 32
147 68 155
118 127 474
121 158 868
59 120 79
18 22 452
42 16 804
87 159 592
96 141 31
105 98 256
12 145 68
24 123 376
96 58 936
33 133 793
161 87 350
60 7 354
70 114 814
13 139 630
2 83 166
17 7 7
59 114 715
28 146 795
20 21 954
15 86 127
89 144 725
91 54 94
73 148 723
67 90 785
120 61 270
65 27 852
115 26 30
140 39 103
103 56 158
29 117 247
67 102 350
111 47 822
97 140 810
126 53 435
82 95 940
75 118 55
68 116 228
154 140 23
28 147 795
82 143 571
19 65 804
41 139 189
19 16 619
118 122 408
65 111 707
94 54 862
2 58 644
156 8 160
133 17 271
140 124 448
13 85 901
107 145 378
113 2 147
138 12 889
75 56 201
62 30 200
26 97 248
150 69 295
96 103 282
38 131 575
3 121 259
74 6 584
95 2 496
61 96 936
27 18 454
99 35 614
57 93 388
7 128 962
32 150 546
109 86 97
95 45 722
63 108 939
150 10 101
24 130 491
110 30 578
2 8 800
97 10 155
123 78 746
114 49 990
44 60 260
2 156 140
29 40 241
39 48 585
58 10 443
21 145 775
125 145 914
84 148 163
124 22 670
153 161 620
70 22 577
72 105 690
28 95 739
99 140 528
140 79 575
77 32 759
108 44 598
53 48 7
94 155 634
150 128 772
44 70 389
145 98 727
136 127 710
113 38 577
98 25 516
37 1 101
67 150 151
130 71 645
35 53 298
62 120 106
140 80 805
77 67 573
139 5 922
115 137 876
148 74 658
109 129 152
71 21 436
52 19 133
144 7 725
106 59 769
143 146 221
71 57 624
121 96 716
22 79 429
58 133 225
