152 271
108 126 69
6 39 44
143 128 -6
23 58 -17
107 140 80
109 42 14
5 135 -24
17 34 47
18 137 92
133 132 -7
79 6 25
15 38 70
13 51 33
149 76 76
83 109 -30
85 100 53
68 125 -32
124 38 0
62 38 49
83 104 -26
32 43 -21
132 84 48
55 31 70
21 108 87
79 17 -6
26 146 13
112 19 38
89 113 -18
47 135 -26
18 36 45
37 147 2
14 13 50
80 134 74
26 9 -48
25 130 -36
143 22 88
98 43 33
116 91 93
36 39 -50
30 93 -25
93 145 82
84 83 77
3 82 -35
20 93 -18
76 39 35
35 49 4
126 97 0
56 43 80
79 122 95
48 101 74
51 84 76
85 127 -10
124 74 -14
127 25 48
2 50 4
68 40 20
121 45 90
21 145 7
139 136 74
150 135 89
52 40 5
30 141 -31
29 110 59
11 41 53
31 23 -37
54 17 -10
60 32 -11
59 77 -7
114 105 40
42 115 -6
54 59 -23
100 90 -35
34 98 -6
146 75 21
13 135 88
12 33 26
132 101 80
19 27 -28
93 85 84
133 53 63
72 33 33
11 13 -25
14 103 11
72 124 -23
33 144 13
31 81 37
96 12 -40
16 100 5
94 42 67
88 49 100
43 81 31
146 114 5
120 59 9
66 140 -17
80 104 -34
5 104 88
99 71 -17
64 151 63
22 131 -46
68 76 93
33 117 71
76 41 -22
34 127 -32
117 149 -16
137 38 -10
13 49 78
132 22 54
122 55 56
103 125 -40
58 135 24
73 10 39
72 67 73
48 121 -48
39 48 -12
72 4 44
72 40 -24
115 14 -41
12 30 -5
125 115 100
117 42 22
149 76 -14
124 59 67
9 90 68
59 133 23
43 150 68
82 146 49
110 139 -46
151 73 -19
130 25 88
84 29 32
124 129 46
3 25 22
145 103 25
130 77 -48
1 41 -24
20 95 33
105 98 -38
51 151 -33
138 23 24
61 117 -25
54 119 71
12 87 -24
152 47 -30
48 124 14
30 103 21
121 127 -12
12 106 29
79 93 -19
5 121 44
56 116 -19
94 76 51
61 117 5
3 49 0
125 21 30
92 119 91
119 60 42
84 109 33
110 39 -40
84 13 26
35 144 -23
107 138 77
62 130 -48
54 118 99
75 41 5
133 69 25
148 143 26
141 51 51
119 110 -46
147 141 5
97 72 95
146 149 -40
66 136 92
57 71 -32
140 150 6
51 65 -10
122 140 58
64 140 69
125 27 55
145 100 40
64 38 58
97 82 -1
77 19 68
92 139 78
7 132 69
26 89 -25
130 111 0
22 11 44
36 151 -38
126 86 -6
63 69 41
86 62 63
33 104 -49
74 15 -18
21 36 -13
38 25 34
31 32 6
50 73 -26
63 54 71
38 44 -41
88 30 -40
106 31 -2
12 51 38
107 56 75
88 104 46
100 91 22
109 47 -45
133 147 -43
123 130 97
9 19 16
24 115 -23
59 46 39
82 36 100
148 28 48
80 54 -34
14 100 -21
84 45 -34
104 20 -6
101 52 49
1 128 80
99 16 25
122 54 70
14 62 80
65 42 73
152 17 -20
4 94 95
48 73 77
106 47 72
9 31 -17
130 42 96
28 128 -43
12 116 23
100 58 -7
116 53 -16
89 15 -47
143 73 -17
105 110 -8
45 85 73
60 68 29
53 126 90
148 143 -27
81 40 -8
143 92 45
128 150 20
62 73 30
92 114 42
99 8 32
95 1 -40
53 18 26
118 86 48
152 2 21
31 123 69
35 78 79
11 60 6
140 21 -21
139 119 -3
104 47 52
115 136 98
97 124 -49
142 132 77
15 4 27
54 21 -3
125 86 69
36 119 -16
3 23 40
31 30 91
119 145 68
50 98 21
48 8 7
152 48 45
20 22 82
63 22 84
