152 299
62 30 -40
89 84 20
28 18 -36
122 134 94
10 63 -30
56 11 -48
145 50 -3
85 144 22
67 109 -9
15 59 -6
92 51 -20
92 80 25
149 41 -17
122 84 3
27 106 66
143 54 33
58 63 65
80 12 -21
58 130 -25
27 61 17
103 113 -16
127 105 -13
93 151 -42
45 60 77
23 115 28
75 1 20
129 38 19
89 55 -3
112 24 -28
5 42 -22
78 79 94
50 147 -28
17 91 -43
113 131 6
61 78 93
26 107 34
19 101 7
66 6 14
109 72 -31
15 42 43
11 105 0
108 81 15
7 129 25
83 37 -31
92 107 -27
41 99 -49
96 146 -43
9 125 11
101 144 24
30 68 77
151 129 -7
26 78 -34
51 76 96
45 1 -19
30 21 10
111 12 20
65 27 16
122 87 92
50 48 87
62 99 -1
123 95 -23
133 6 73
134 10 -3
85 1 65
3 9 -9
70 36 71
61 42 44
57 15 -13
55 117 5
79 125 14
12 72 37
44 6 -40
147 82 -16
69 90 4
132 77 16
96 1 40
150 29 46
102 34 61
68 44 -5
140 32 54
94 121 34
133 66 2
129 125 12
70 109 1
71 22 -8
13 125 83
86 90 74
107 46 48
63 129 59
109 22 12
124 127 22
119 126 13
141 13 -23
59 132 -3
13 59 39
86 130 39
66 46 26
45 74 90
94 53 -8
58 122 35
130 75 3
33 119 -25
133 115 -44
75 80 89
54 151 87
56 69 -34
147 138 -27
95 81 100
27 102 -34
72 19 88
25 20 86
44 98 47
138 1 -26
41 8 46
58 88 37
28 63 53
50 20 -13
73 88 77
42 120 18
1 3 47
64 93 99
92 28 41
59 24 45
151 83 40
112 50 84
140 113 -22
77 147 7
79 105 92
125 30 99
45 129 100
2 93 -22
112 123 18
96 45 -35
36 124 63
115 7 36
116 152 13
54 123 -35
127 89 38
103 99 4
47 85 63
61 27 -38
134 112 -22
144 127 41
72 88 42
69 87 44
101 66 -7
98 77 75
20 4 88
48 114 -50
101 6 73
22 11 57
4 147 68
17 97 8
112 35 31
10 109 -28
122 119 -45
82 143 41
15 146 47
122 129 4
82 13 47
148 145 36
118 51 92
4 76 21
19 103 13
113 34 -13
4 28 -38
99 44 57
49 12 -24
76 113 83
74 72 -10
105 59 27
145 55 2
90 45 54
74 80 21
103 30 -3
57 64 41
7 44 -38
8 34 29
45 4 62
21 143 64
115 135 53
112 59 -22
127 98 98
97 22 -24
42 144 27
26 7 -41
94 66 40
5 26 32
11 62 50
94 6 92
42 70 -8
84 114 48
5 110 44
15 17 -11
143 127 -27
122 113 31
110 128 74
118 21 41
119 75 -2
75 3 72
112 104 87
59 14 23
70 88 80
8 31 66
144 71 -28
133 38 68
108 7 54
72 13 48
122 149 88
127 107 11
125 73 -6
32 97 56
112 49 2
54 95 -29
38 102 96
144 51 -39
79 90 22
20 104 -4
50 117 49
23 4 -43
13 152 -28
120 44 -16
64 67 -22
30 151 -50
142 146 53
71 92 44
134 28 11
40 41 10
58 37 65
52 28 22
97 132 -48
150 128 41
64 82 87
150 61 -4
139 1 59
29 152 -15
42 125 -8
141 146 14
71 90 97
18 151 -28
117 18 26
88 128 100
38 89 26
106 48 19
10 97 47
102 143 95
66 137 11
141 67 89
109 89 -10
57 44 99
144 97 62
73 118 75
91 119 -2
28 60 4
136 7 26
30 64 66
53 131 -43
96 82 -20
88 120 91
110 137 84
66 50 11
133 101 45
55 136 90
141 50 13
16 134 7
131 62 70
85 48 -25
27 121 -24
138 26 55
151 45 88
86 143 68
106 135 41
58 29 -25
135 77 4
115 117 39
15 101 33
136 3 14
82 93 -15
145 99 -37
72 58 8
1 143 69
9 48 6
23 82 5
139 16 65
151 25 -48
84 109 -4
31 152 -25
85 31 29
125 73 58
109 48 -48
92 93 1
49 111 97
91 112 87
34 69 87
115 148 8
50 21 37
138 55 35
52 102 13
17 122 -32
