197 1253
70 139 589
161 3 892
164 32 799
3 169 828
122 6 430
58 164 378
116 81 848
101 192 507
114 164 295
154 23 123
150 19 742
60 137 43
73 106 184
34 109 392
183 124 924
168 142 89
81 95 602
161 6 120
41 24 255
197 139 128
175 12 934
7 92 148
26 128 777
193 89 258
177 54 61
9 184 229
141 36 435
172 99 833
150 54 676
24 155 824
140 193 41
81 176 540
165 197 508
182 40 565
180 65 948
16 152 75
95 113 328
195 67 303
66 70 407
181 5 496
44 196 229
169 9 548
184 141 65
102 156 605
137 196 800
6 72 140
105 69 189
139 136 23
139 65 637
35 46 368
18 108 567
183 186 987
151 48 13
52 147 18
173 128 152
157 19 93
157 99 351
116 45 991
66 147 609
132 75 348
33 46 842
66 174 971
25 129 305
153 3 12
121 144 879
59 192 193
166 21 102
85 132 405
154 92 961
63 10 206
159 81 712
47 130 792
152 68 467
150 81 345
195 188 210
2 19 764
101 39 307
161 118 547
187 186 617
88 183 309
96 128 163
183 115 508
73 4 479
63 158 54
184 118 723
124 24 792
148 197 131
39 144 750
153 176 977
23 142 464
81 24 921
56 96 706
75 133 658
88 30 309
75 29 686
167 161 363
14 174 85
4 190 184
46 193 895
35 81 413
149 23 425
111 74 819
151 194 484
46 66 710
89 182 278
176 194 741
154 23 420
181 178 934
84 39 466
121 81 646
197 143 719
75 78 183
74 36 125
75 189 508
40 134 41
31 107 129
28 140 282
67 190 25
104 177 120
69 123 521
163 127 327
189 87 517
124 177 386
175 188 261
36 171 553
174 74 888
103 110 944
161 33 146
127 125 168
40 177 654
27 193 241
173 3 78
141 148 421
20 180 113
107 17 25
23 79 375
195 90 750
79 97 143
76 146 940
121 167 554
57 181 636
153 138 279
133 167 923
63 71 30
10 127 273
148 104 297
123 195 132
91 70 614
77 186 994
6 150 91
47 130 906
84 108 303
25 55 819
42 125 855
27 94 337
33 152 133
118 46 257
17 55 191
106 74 517
145 85 826
121 165 849
157 73 775
165 50 897
148 142 538
162 64 41
144 154 669
147 68 626
132 54 743
63 17 808
124 79 23
35 190 807
132 21 831
95 140 754
165 153 622
63 21 140
152 64 7
173 102 553
6 38 249
25 14 772
27 125 953
113 142 307
39 10 990
126 108 528
5 159 957
168 1 489
178 97 240
137 158 867
135 131 820
185 158 449
125 157 394
109 47 599
170 161 368
71 135 422
194 173 773
50 110 632
79 189 592
140 62 113
173 83 674
158 24 789
77 185 219
27 91 536
8 182 542
147 179 339
16 54 431
80 157 969
89 36 112
76 194 686
175 96 89
181 127 246
5 59 186
58 157 66
141 58 88
100 111 37
120 141 876
22 118 886
155 10 782
125 166 348
85 108 168
137 96 845
138 91 735
117 107 803
99 152 636
29 123 760
58 113 934
98 146 760
152 9 43
118 150 415
92 21 187
90 73 384
187 37 672
134 166 549
69 32 443
49 174 495
21 131 48
50 40 908
137 78 581
166 60 571
179 150 773
34 36 642
69 90 245
143 123 837
187 74 653
24 105 442
1 33 627
22 124 282
79 140 931
64 93 153
172 50 760
67 186 13
12 11 532
11 18 608
118 95 124
145 114 795
196 26 202
117 134 108
4 84 889
89 138 211
115 162 620
104 157 555
159 69 825
47 171 193
150 103 636
23 149 879
103 3 444
129 122 479
2 79 614
44 9 902
67 153 729
56 133 776
88 48 509
148 85 486
155 193 294
78 19 784
56 131 177
173 44 909
8 46 314
23 172 839
185 71 737
31 135 73
77 126 714
156 41 117
15 38 890
95 128 7
46 154 272
130 18 931
195 129 93
44 40 169
67 195 371
21 25 783
180 140 505
95 88 729
22 7 207
136 78 104
167 163 100
31 5 241
89 52 906
153 19 990
36 46 151
80 18 577
73 171 854
134 59 356
162 111 975
114 40 204
166 141 121
124 115 390
157 35 819
52 101 211
135 3 958
2 129 294
54 185 468
19 106 138
117 128 27
49 119 771
170 150 88
88 105 578
117 102 10
28 17 145
89 140 515
55 25 231
113 150 552
81 175 483
97 113 431
197 58 586
176 127 512
171 53 918
166 138 860
31 149 445
10 179 442
118 168 513
25 134 152
104 18 37
182 161 97
155 27 75
118 82 482
125 48 392
40 111 125
59 148 40
154 78 50
72 79 277
27 71 454
38 167 787
139 180 117
44 30 751
196 86 522
16 80 352
46 33 842
137 149 110
180 54 157
172 8 292
37 100 477
69 181 12
150 20 525
164 103 81
181 74 898
24 167 560
150 4 437
113 28 264
66 37 617
16 96 602
185 174 517
56 178 586
89 96 268
154 22 777
193 43 375
126 169 904
145 138 392
193 25 592
66 88 969
126 38 420
171 158 534
44 58 49
49 25 908
159 30 775
146 72 327
46 86 84
151 144 782
71 38 877
46 197 37
183 165 798
191 109 218
114 111 692
155 107 308
124 2 977
112 134 391
48 46 920
190 102 270
136 106 872
179 7 224
10 146 595
94 52 726
75 105 440
44 6 891
2 98 770
2 121 381
14 65 733
140 63 564
24 173 48
39 153 463
185 73 172
136 44 501
53 140 998
147 105 732
144 64 590
128 45 833
6 195 457
79 76 396
8 110 900
131 177 869
89 84 646
58 195 699
139 157 328
134 38 584
45 192 185
118 144 103
154 27 957
111 87 543
90 20 427
9 104 943
155 14 88
8 156 700
156 54 333
180 88 758
86 71 753
44 102 831
193 189 386
34 110 933
173 42 372
16 133 153
144 105 432
54 70 252
19 95 717
97 184 886
11 9 222
103 181 344
162 119 577
58 181 233
99 53 166
117 47 855
169 141 386
124 68 205
8 153 6
92 101 808
5 86 512
41 192 535
16 90 699
58 196 217
187 172 820
133 76 252
135 144 564
115 108 906
111 195 969
141 161 0
126 173 291
12 197 367
143 2 413
125 187 307
153 134 408
162 167 487
115 34 138
104 17 773
139 104 59
137 103 304
103 166 993
116 91 798
166 59 836
52 187 16
88 56 441
15 175 358
174 111 407
32 171 508
147 11 7
196 70 721
111 117 137
41 170 214
74 129 571
194 71 134
139 4 973
67 11 879
142 41 215
20 14 169
3 41 151
29 16 173
60 121 475
58 67 592
178 185 763
171 184 344
114 151 954
148 128 101
26 96 707
171 113 176
182 85 213
176 91 290
13 97 215
96 14 102
2 36 984
194 167 349
72 97 607
30 16 624
68 51 90
74 107 421
159 106 154
33 197 517
183 150 691
36 83 555
73 39 254
178 34 463
132 185 436
175 151 350
44 36 289
2 43 506
83 155 248
180 61 186
164 141 879
171 150 565
153 31 933
109 19 142
100 192 26
179 150 676
34 170 890
157 143 586
43 7 71
177 125 860
26 7 359
117 57 574
163 120 128
33 64 387
71 24 991
44 115 567
99 31 468
59 56 317
112 84 546
152 21 584
197 155 897
115 80 597
64 112 949
56 106 972
6 103 103
184 117 771
39 152 273
10 37 223
44 121 889
7 157 103
78 8 552
174 150 965
106 129 423
85 92 745
110 168 529
81 170 759
139 50 524
125 51 101
70 5 505
114 8 188
121 16 961
70 97 853
135 102 751
146 69 674
99 56 222
180 84 522
107 130 333
35 125 505
155 31 27
71 174 488
149 90 240
23 26 809
32 16 252
117 196 97
67 22 863
130 79 952
142 174 125
197 77 643
182 6 492
116 89 533
196 191 634
107 186 736
163 69 255
197 26 978
99 68 65
59 112 342
60 40 204
58 168 298
129 124 9
74 73 69
47 92 35
153 35 307
49 40 103
165 41 979
72 60 487
124 118 856
17 11 36
62 94 941
147 136 60
83 5 400
130 109 561
183 82 854
42 128 264
37 189 257
7 106 239
77 122 843
17 55 986
38 67 469
180 153 193
112 125 108
158 191 984
74 191 437
20 80 909
86 45 41
19 192 98
42 49 598
34 176 749
107 194 841
51 76 558
27 145 306
83 188 74
159 93 888
27 45 484
36 52 338
16 50 785
135 176 490
65 29 542
4 91 81
90 107 837
39 97 863
126 81 416
122 52 713
95 171 93
134 104 884
172 28 847
165 89 483
22 122 542
192 88 916
72 6 208
45 65 477
159 99 572
63 143 169
110 47 693
159 1 759
77 159 890
8 164 506
67 31 221
31 54 608
130 86 880
166 161 718
24 10 227
138 106 791
176 162 51
195 157 517
194 74 124
162 147 212
96 1 888
4 102 57
129 39 671
50 67 530
72 122 638
83 52 939
81 174 872
46 131 789
105 5 220
173 10 54
2 155 197
114 69 426
97 4 505
87 138 251
188 190 989
92 37 975
56 173 485
58 125 525
