138 259
68 54 79
12 57 -13
134 135 44
68 70 -50
121 80 71
109 79 42
21 78 4
68 97 -48
19 70 71
16 108 12
97 26 70
37 137 25
5 69 -13
130 75 -38
14 121 56
26 58 28
70 113 35
82 78 -11
125 114 10
16 68 95
133 138 45
126 41 90
126 125 -48
40 27 48
134 31 -36
81 72 12
65 74 34
50 105 13
108 87 -9
108 21 27
136 55 -18
8 127 81
118 121 33
70 94 -25
91 45 6
125 99 85
13 135 -42
6 134 66
36 18 12
58 134 89
50 1 87
135 111 -13
44 26 -28
65 16 -36
49 79 55
123 38 -10
119 82 -46
117 94 -11
63 84 93
75 44 39
111 5 29
101 80 69
18 128 -5
33 133 84
83 51 -31
64 29 99
6 37 -1
13 36 -43
75 32 86
110 129 -27
89 81 30
35 27 14
22 14 87
105 85 49
55 65 42
74 135 -18
30 69 49
70 85 41
43 106 -6
16 63 -41
53 49 88
131 73 48
32 77 33
4 50 93
102 28 66
66 121 40
86 80 49
52 48 32
46 3 64
85 73 -41
108 35 94
72 116 76
18 127 63
73 46 -16
18 98 2
28 84 67
97 49 50
29 138 52
48 97 74
71 90 26
32 131 73
41 70 46
68 63 -26
90 65 38
112 59 -18
55 89 -8
96 10 -17
57 37 48
9 43 -10
2 88 31
79 14 49
15 38 99
32 97 -39
57 130 50
94 47 4
28 105 -18
19 35 69
26 81 86
81 88 -32
32 71 79
99 80 63
136 84 -10
89 56 78
55 38 -5
50 107 64
100 77 69
50 67 96
24 41 -24
134 65 -2
12 38 -17
135 91 -19
110 136 -9
102 2 -4
76 9 2
100 80 49
123 115 -47
123 1 87
5 24 -26
5 99 -23
21 72 49
112 30 88
67 99 0
9 36 -2
128 51 -21
124 106 -45
137 94 36
38 68 26
89 117 2
6 33 64
52 106 4
48 90 48
127 93 47
121 25 77
88 118 5
129 137 17
20 124 -48
90 20 -27
106 117 -49
132 21 -48
82 107 1
118 133 97
135 39 18
24 136 32
36 39 36
71 27 31
74 2 62
79 27 35
73 29 68
27 132 49
24 84 -21
55 110 0
115 126 33
97 108 -38
11 87 -6
93 15 58
18 91 -4
62 16 -31
104 133 4
135 75 4
127 123 10
77 39 43
22 13 60
86 116 62
73 83 -41
50 43 -42
3 99 51
98 39 44
118 36 -17
28 2 -43
110 76 66
113 30 52
37 120 35
109 50 37
69 114 99
69 52 -4
111 33 61
25 101 39
56 73 -8
23 108 -33
30 35 94
57 27 18
43 61 -16
19 101 50
29 130 -24
33 118 44
18 124 49
60 25 -35
47 69 -16
116 77 28
39 116 97
113 85 45
51 124 19
55 15 -38
80 9 -2
2 93 -45
48 57 42
129 2 70
51 96 76
41 95 15
24 113 -39
55 44 80
50 3 27
84 61 26
137 66 -8
129 93 90
134 21 70
102 99 4
23 83 -40
92 77 -46
112 21 84
120 76 -42
85 17 -40
87 70 32
25 65 60
108 102 28
27 18 36
76 4 -48
53 103 12
12 7 -46
109 22 -49
29 73 38
26 75 -42
99 113 42
19 59 -16
108 115 83
98 84 73
24 57 86
49 120 -10
11 25 -34
127 41 47
40 94 22
71 65 32
12 113 81
4 106 -14
43 92 48
31 42 -20
127 40 14
43 133 -43
62 29 44
44 138 45
77 82 16
21 80 72
97 108 46
9 108 -10
18 82 1
31 133 85
49 96 -9
38 57 20
109 35 45
