109 3511
48 27 441
93 78 783
10 80 679
82 62 244
93 5 570
9 80 154
22 19 916
64 50 762
40 62 156
47 2 156
54 12 890
79 28 394
46 71 492
21 56 687
52 24 642
63 52 920
93 21 779
83 41 503
41 83 449
60 2 902
88 86 936
98 61 51
53 99 869
95 14 95
87 85 859
102 33 976
22 73 370
95 8 280
49 78 445
88 37 787
83 69 866
24 107 770
13 77 383
9 22 455
55 84 365
53 29 666
37 80 652
103 16 568
17 108 806
69 3 308
107 7 424
109 108 91
95 34 948
1 108 158
88 55 697
74 104 84
34 21 629
1 30 504
35 88 928
64 100 187
62 26 1000
27 16 913
6 89 692
46 31 252
96 32 89
63 69 986
20 14 938
109 35 106
60 56 212
103 15 230
24 89 199
12 103 36
82 64 531
107 25 185
3 105 267
39 75 428
63 60 119
107 56 172
85 57 372
73 13 378
23 88 42
92 24 12
4 28 224
71 105 698
31 62 152
86 63 271
77 8 377
23 109 330
5 43 240
35 43 489
97 49 880
75 100 524
31 7 481
96 8 118
38 9 982
88 4 888
89 109 588
87 18 0
41 90 936
61 63 518
18 11 6
6 50 103
6 16 864
36 105 962
15 59 375
42 64 679
19 10 424
104 102 385
31 3 632
75 92 641
2 9 604
26 87 200
19 16 211
34 93 523
41 30 777
76 71 999
63 60 626
37 52 49
72 65 462
51 45 113
67 3 615
106 46 108
28 44 990
34 18 465
33 90 256
72 11 262
17 30 956
36 25 7
49 57 88
46 4 405
63 45 848
10 81 912
35 68 760
90 48 65
33 62 688
70 100 340
9 47 65
45 1 925
59 66 328
29 6 739
12 38 534
29 52 855
40 107 395
83 88 438
76 56 848
71 50 716
34 79 745
3 101 632
51 37 230
2 61 856
76 100 625
8 10 832
91 52 799
38 108 420
109 39 187
5 77 222
105 109 118
83 11 864
82 87 891
83 94 224
22 52 435
97 69 296
50 14 480
86 81 809
31 6 1000
101 24 229
12 13 518
85 23 112
56 23 153
28 90 481
61 88 421
66 29 388
59 38 917
65 104 766
16 106 587
96 36 849
4 88 880
24 69 602
99 10 504
12 43 891
4 101 819
102 91 80
22 75 805
24 57 484
42 105 297
74 31 367
41 46 595
96 15 353
5 100 332
65 44 199
2 109 537
84 77 755
101 108 200
57 32 62
49 47 257
22 65 202
49 59 2
73 37 823
32 69 248
76 96 344
7 67 184
39 76 72
58 74 670
106 37 49
2 78 814
36 9 138
9 92 615
75 21 319
28 3 310
60 91 113
65 71 566
75 11 800
5 22 125
5 96 828
19 63 891
14 8 822
33 105 496
26 22 186
88 51 270
22 54 579
96 79 531
51 55 125
19 49 849
93 99 102
4 64 764
86 8 315
28 41 952
53 2 749
61 82 210
108 20 196
15 107 131
108 40 174
49 78 258
92 58 70
37 32 681
100 14 46
42 95 116
95 80 792
41 3 503
35 3 661
33 31 668
48 64 298
100 13 984
60 22 665
74 6 143
27 105 719
54 5 555
4 13 166
88 51 391
33 73 664
91 87 337
47 43 163
10 28 989
25 95 526
37 59 33
29 99 488
84 65 915
13 91 661
20 53 334
43 83 788
72 95 758
66 37 318
72 34 333
30 27 857
102 27 543
4 97 546
77 39 321
32 26 420
40 20 744
51 60 445
70 88 719
27 84 79
66 19 40
38 74 660
20 62 275
73 23 470
33 2 761
