165 2546
86 29 404
143 155 844
79 29 359
9 146 284
107 106 569
129 125 204
11 2 2
92 26 189
55 113 716
158 137 458
91 42 926
50 17 318
16 54 596
19 102 782
154 82 294
87 84 113
42 37 362
94 75 487
17 106 611
137 40 585
35 119 385
133 27 561
59 96 425
110 52 190
64 160 318
16 69 617
60 96 657
129 132 40
93 46 520
60 111 785
7 161 741
42 11 547
153 163 965
140 121 956
123 30 946
146 24 841
39 28 847
2 143 181
137 125 557
140 41 29
34 85 542
163 118 596
128 50 159
108 131 232
86 143 416
35 34 31
25 152 815
35 154 850
21 67 686
95 84 553
142 2 624
137 68 516
66 56 761
64 14 362
104 165 441
146 92 953
29 88 535
154 58 70
91 116 685
8 100 218
52 152 902
44 91 235
162 8 906
125 66 609
54 53 135
126 159 575
126 84 810
64 162 641
115 68 234
101 51 579
158 89 84
27 57 819
52 94 259
95 73 521
63 35 798
77 45 48
57 95 771
30 164 329
80 84 995
128 21 868
47 145 473
52 140 2
67 1 132
40 56 21
74 27 235
16 15 492
12 82 348
52 55 43
123 87 387
32 91 168
121 84 586
42 22 551
58 165 812
138 120 894
125 37 186
14 27 594
128 104 385
12 109 306
16 70 548
92 121 550
35 6 38
13 44 819
99 105 507
75 78 59
38 39 591
162 15 899
99 98 239
5 113 940
44 21 884
6 44 400
149 61 835
147 89 532
140 163 516
69 161 280
165 47 680
79 52 937
151 143 673
61 106 181
1 73 675
155 80 955
92 132 945
74 157 219
53 52 894
13 163 753
118 8 849
109 102 899
39 125 229
24 158 544
126 112 345
119 150 492
48 78 606
128 142 366
79 145 239
132 92 270
42 51 339
104 129 463
121 123 918
16 67 613
75 145 103
158 118 788
143 105 813
137 116 393
47 41 611
52 50 341
101 19 598
23 65 245
15 34 182
80 18 199
7 50 193
55 54 600
105 63 342
1 132 593
100 144 542
72 133 870
160 109 98
73 148 645
151 98 619
5 89 164
152 146 893
90 130 717
138 125 711
104 122 953
26 114 511
116 22 970
156 105 159
74 59 913
64 136 712
138 162 629
42 133 385
100 74 748
39 30 849
146 20 620
56 117 276
21 127 285
144 21 363
102 158 244
150 23 394
80 78 901
43 84 352
54 161 672
25 140 919
38 3 83
127 23 22
142 37 660
150 73 516
110 67 526
151 122 172
90 76 85
82 153 780
38 53 205
131 111 743
10 99 509
8 91 68
135 78 13
38 17 102
155 25 614
147 78 80
157 11 362
85 32 141
81 33 430
106 31 616
148 80 912
117 156 771
56 7 539
124 53 845
36 29 204
61 39 215
159 16 411
33 164 405
102 119 387
51 38 8
124 90 503
45 105 157
103 109 311
42 60 391
108 33 281
121 122 691
59 133 581
97 91 271
101 81 806
101 164 17
108 33 775
152 153 140
158 106 866
148 157 700
37 84 322
159 90 481
96 72 988
34 68 112
73 69 203
131 78 435
31 20 339
160 30 1
139 50 442
141 82 740
68 34 308
54 93 527
19 137 268
21 39 692
91 50 49
132 68 302
15 70 947
133 75 166
44 100 990
133 135 180
74 83 865
105 10 338
163 106 402
12 37 480
36 148 519
96 134 940
108 70 527
35 75 337
84 62 179
131 110 624
25 154 147
128 149 183
101 14 91
158 103 953
52 104 786
101 44 342
112 48 616
159 161 554
140 155 855
160 82 433
132 139 568
125 43 815
161 18 237
36 37 952
100 61 753
97 59 602
158 132 873
107 102 310
49 55 231
127 96 589
30 117 321
49 128 975
59 146 132
89 90 777
95 93 50
99 26 539
128 159 353
71 14 574
51 131 161
49 165 75
46 87 448
104 128 51
144 73 847
56 144 66
24 163 858
19 39 244
94 162 382
13 156 948
122 138 862
10 64 760
19 152 422
31 147 411
47 155 9
6 4 395
50 3 22
138 45 909
165 53 5
30 37 427
32 10 639
52 57 170
160 101 28
120 58 646
105 18 798
68 124 168
155 6 436
75 51 1
130 74 28
142 111 422
26 85 912
73 140 580
64 108 175
28 113 366
94 44 897
155 9 855
18 112 623
141 113 672
126 53 592
20 47 696
27 80 429
76 93 909
72 150 721
126 134 931
156 16 779
29 59 893
65 9 142
28 116 641
146 114 867
119 120 838
67 45 94
54 6 179
165 104 477
38 108 563
14 50 455
123 16 771
110 14 224
26 104 530
107 158 65
60 21 364
149 83 387
19 11 144
46 162 738
129 121 442
129 162 968
131 53 973
147 43 294
108 94 455
120 118 242
130 138 784
5 45 948
48 66 798
79 31 792
84 10 234
14 76 76
57 27 270
17 146 807
49 24 862
10 122 812
40 4 660
69 127 52
117 112 490
89 100 915
162 57 293
67 84 672
162 152 530
138 116 442
126 122 911
124 144 529
59 76 691
28 12 538
41 69 650
71 111 487
43 157 266
130 132 80
68 59 335
75 164 812
139 10 605
9 6 876
8 119 463
156 51 992
21 120 62
79 107 764
8 141 896
152 28 200
30 7 227
42 145 934
88 109 539
54 64 110
120 50 385
126 109 46
131 45 349
122 43 52
28 8 581
29 41 955
34 140 313
71 105 798
122 74 799
85 109 927
121 45 359
137 61 901
55 84 887
75 112 598
96 65 752
20 116 389
32 8 694
82 159 86
106 11 539
147 119 507
45 25 88
64 120 358
131 153 942
101 148 262
155 73 411
54 22 126
154 102 506
87 129 498
59 21 300
139 122 535
117 97 622
9 58 346
138 164 445
18 10 677
27 115 595
58 162 250
79 90 436
143 98 520
97 77 912
45 14 56
160 23 559
84 34 265
46 147 554
126 83 127
12 77 626
47 149 49
135 72 341
75 151 804
45 94 21
4 33 802
78 44 967
115 132 885
143 125 286
106 111 904
111 153 365
85 58 952
54 29 529
82 123 792
69 63 878
110 134 327
133 153 395
98 32 886
25 49 139
47 63 246
8 157 807
9 25 712
49 103 726
125 140 793
47 33 897
4 158 285
49 92 567
138 34 698
132 150 622
31 68 968
59 39 982
76 137 541
65 113 277
30 10 878
17 164 22
53 132 717
69 53 433
62 121 257
78 94 163
78 34 261
64 30 167
95 32 574
113 31 674
92 29 688
34 28 75
126 60 772
97 127 903
21 123 914
97 14 617
121 149 154
85 35 981
124 86 769
26 112 468
164 165 482
83 139 223
114 76 569
26 78 1000
90 17 168
73 116 807
56 109 153
15 97 734
9 66 577
104 134 435
44 43 635
139 135 850
144 99 392
98 8 361
137 45 227
43 94 18
165 158 503
39 55 679
56 154 197
117 140 407
27 6 246
35 100 694
9 148 99
147 160 260
95 106 127
97 135 511
105 67 885
64 29 220
95 49 495
158 97 47
32 159 25
51 153 243
106 108 42
