126 401
16 33 416
122 8 754
62 92 658
57 76 715
89 113 330
103 53 100
61 13 298
45 124 800
65 60 231
75 27 33
15 55 527
40 2 339
85 23 253
20 53 647
45 44 636
84 70 888
43 63 903
48 85 944
20 96 334
8 113 795
101 80 270
70 123 617
118 54 100
13 48 68
82 39 47
12 109 869
6 93 209
46 53 568
61 96 12
39 94 828
115 123 202
91 66 78
61 48 520
3 87 379
83 22 870
101 72 5
16 92 851
109 18 295
44 29 242
44 33 868
112 105 854
20 68 882
32 77 113
57 61 126
73 107 669
16 89 805
54 38 784
44 50 813
110 70 341
35 82 667
1 22 257
7 81 250
34 63 72
6 12 98
38 12 349
122 88 349
85 48 807
87 73 991
7 39 783
103 49 748
105 7 506
95 80 393
86 21 794
116 43 820
72 87 108
91 112 385
26 98 348
123 6 830
29 35 244
102 116 694
116 68 467
55 16 466
11 17 524
123 44 294
20 99 944
88 18 228
109 6 526
124 18 637
99 67 786
110 76 765
88 16 294
119 43 555
27 95 633
16 50 448
11 46 34
92 30 664
75 3 181
107 16 875
94 110 666
8 73 298
32 66 97
71 109 751
85 34 340
25 2 954
79 15 101
100 125 44
30 17 389
119 26 192
66 123 516
113 35 516
40 72 773
123 34 226
50 30 526
85 72 1000
41 84 557
118 71 249
61 107 783
107 84 83
11 98 48
44 83 970
34 113 8
8 125 65
32 27 357
28 18 926
60 9 299
125 101 277
125 25 129
10 34 398
86 120 92
125 62 178
34 10 302
6 1 661
18 57 227
38 4 828
83 84 496
27 28 816
28 64 525
52 45 881
29 66 948
117 90 435
102 51 378
122 13 761
93 27 584
84 74 949
42 116 789
34 120 312
57 62 546
13 126 967
79 49 866
105 99 802
46 125 94
31 105 465
105 14 425
32 66 176
84 7 113
1 63 991
56 27 359
18 2 785
63 40 195
6 12 162
125 40 939
105 42 901
118 20 277
120 52 213
57 75 331
108 37 264
24 75 229
46 67 368
27 52 107
99 65 908
48 85 346
35 110 434
85 68 291
9 10 139
88 109 52
78 104 950
11 106 769
58 27 780
17 104 848
1 4 253
25 77 951
46 1 287
89 20 48
35 21 87
44 64 919
118 62 260
33 20 359
125 117 80
26 86 788
98 34 863
93 44 375
7 110 475
72 36 336
2 58 411
93 57 66
14 79 699
15 91 242
65 21 0
32 101 245
114 29 667
114 45 504
22 84 769
40 118 674
30 45 543
117 59 265
2 72 560
103 55 826
3 65 773
90 39 770
76 43 545
36 21 292
32 81 20
119 53 892
44 122 855
91 104 211
109 97 982
79 73 147
119 57 782
55 26 48
80 20 457
116 125 893
73 1 896
30 122 492
106 117 971
121 58 465
120 1 884
21 2 70
109 43 903
124 28 997
57 36 877
114 50 33
72 83 528
16 118 493
92 76 407
38 51 973
107 87 791
121 19 506
20 19 210
47 52 931
90 52 721
113 46 315
13 29 57
1 66 446
85 45 171
99 62 567
47 38 879
113 6 354
107 91 15
94 86 916
24 55 860
100 85 393
33 11 64
105 50 336
104 106 793
112 96 124
94 22 235
46 111 506
97 113 898
111 42 13
85 40 410
4 60 923
2 30 112
22 17 341
36 16 198
70 75 914
66 89 944
67 112 380
122 68 904
60 89 866
63 31 951
58 101 690
73 86 989
10 97 211
81 5 403
71 70 413
18 71 431
62 45 299
57 27 875
14 44 747
46 10 198
28 60 177
9 54 757
5 9 431
20 5 944
65 120 484
92 107 217
92 117 11
67 81 634
19 96 446
99 39 173
66 104 658
106 122 630
39 27 433
83 95 815
126 88 107
53 47 117
116 120 223
17 71 74
49 2 373
50 75 582
64 13 110
24 79 128
102 106 978
67 126 933
71 60 246
18 56 904
46 110 643
52 38 611
7 52 8
55 42 489
49 111 181
18 118 753
122 63 891
88 13 901
108 123 201
21 48 408
23 45 660
40 5 317
46 122 842
27 117 793
80 26 870
2 124 765
19 61 70
69 44 258
24 6 236
61 1 112
111 118 114
29 25 662
46 122 999
70 80 973
76 20 454
20 90 851
19 123 242
28 49 260
104 20 391
20 46 265
31 106 9
82 84 790
73 115 191
43 105 544
16 10 606
60 115 974
18 86 0
23 103 902
18 19 459
41 111 675
10 97 550
45 123 563
9 35 50
114 45 697
55 106 984
27 35 305
46 23 215
106 39 311
109 60 624
48 38 237
27 71 407
8 43 950
107 88 339
111 112 281
116 71 711
104 14 985
24 16 285
91 109 636
5 87 869
100 1 94
118 42 461
20 84 767
79 120 263
5 29 375
9 16 696
6 18 432
60 44 657
102 121 848
16 125 168
5 38 963
60 40 790
11 45 280
97 32 1000
59 97 0
38 70 231
9 99 424
6 57 172
15 69 95
90 86 624
37 98 208
34 109 290
126 24 173
73 51 402
125 57 715
86 43 628
126 56 256
15 91 658
93 50 52
69 40 856
6 89 608
87 40 363
80 8 773
93 17 665
102 122 654
5 70 253
79 3 747
31 124 290
42 104 937
46 63 596
114 13 195
9 114 31
90 3 464
34 37 210
72 93 472
90 36 3
