160 9952
87 30 165
138 86 278
59 156 808
133 86 899
113 117 248
67 103 995
42 79 467
3 106 888
9 25 632
71 70 988
51 99 611
33 114 94
101 72 262
17 39 994
88 16 728
68 147 312
43 58 267
108 147 896
95 40 233
117 35 557
58 32 603
52 111 911
18 159 710
7 83 27
132 2 420
109 155 841
29 41 469
106 134 411
2 51 881
26 80 844
115 98 532
1 81 699
97 39 975
12 80 276
130 28 273
112 123 917
11 26 602
26 13 790
1 116 427
150 22 459
66 60 638
113 126 458
40 36 345
138 130 748
139 69 941
53 106 476
14 22 777
23 110 439
151 124 306
55 105 316
38 117 134
11 105 787
143 74 724
145 64 215
65 105 471
123 36 202
146 102 760
142 99 292
63 117 366
45 153 403
151 105 414
97 102 748
44 35 973
87 89 963
18 61 501
40 37 583
2 147 538
47 135 37
138 55 173
91 32 952
159 96 236
82 78 708
85 10 188
89 145 812
133 25 97
69 115 992
36 109 114
68 128 288
31 114 850
35 14 173
62 108 84
95 125 37
51 122 971
67 40 268
23 70 501
146 64 481
102 63 27
62 100 903
138 32 539
78 94 603
74 67 973
24 7 529
73 56 703
64 69 827
79 155 438
134 35 701
35 121 915
17 11 76
53 154 772
22 24 216
135 86 670
113 28 636
63 77 162
45 122 19
16 66 537
108 69 800
39 30 761
54 40 438
66 153 791
138 132 783
40 10 584
115 138 455
138 85 442
45 9 492
1 125 623
102 72 89
83 99 568
67 72 462
8 127 944
105 147 1
1 144 84
88 53 999
63 29 508
72 28 593
44 7 190
30 29 792
130 27 131
110 118 898
2 66 454
48 100 941
128 148 693
105 98 489
30 11 859
64 128 373
4 139 64
53 40 390
126 11 142
159 126 333
146 160 30
114 136 334
157 107 592
139 125 929
100 69 5
132 19 345
109 131 432
92 154 66
58 153 33
66 104 804
114 142 270
80 47 20
44 8 842
29 79 682
60 8 380
31 38 184
112 64 295
105 158 782
55 140 366
128 35 240
5 65 122
2 119 707
148 141 667
94 32 747
7 95 897
113 107 137
63 68 570
28 103 783
52 6 378
26 66 759
130 159 569
19 56 600
31 128 198
147 124 996
83 29 993
37 132 511
145 91 269
42 103 98
50 74 642
151 49 992
89 2 334
3 22 491
136 98 844
34 133 539
75 68 120
134 136 728
104 107 830
121 146 384
139 120 167
90 112 290
62 87 764
46 114 894
89 148 509
6 153 9
112 160 891
150 56 162
133 86 967
123 159 536
13 107 353
138 148 406
124 82 895
72 94 626
140 43 152
20 135 465
148 100 211
85 106 463
102 67 592
60 140 0
26 88 652
59 96 192
102 1 9
137 22 334
135 42 548
27 86 165
70 90 247
43 24 199
85 11 576
119 109 77
131 98 660
34 82 937
16 98 447
17 10 711
34 2 419
67 131 842
18 81 306
122 56 67
145 156 209
147 95 779
155 93 604
150 33 420
132 44 606
14 152 955
97 86 300
41 21 253
72 67 994
103 128 733
28 79 802
72 122 701
107 91 836
123 64 891
57 5 174
49 46 421
74 150 878
30 153 779
103 37 551
107 38 192
55 107 457
150 47 476
69 100 658
35 55 266
75 39 317
143 100 27
129 137 344
124 48 213
22 32 270
89 53 756
148 47 977
2 105 259
99 34 669
74 35 29
91 111 145
160 88 616
59 121 90
117 148 636
151 32 906
151 73 678
83 25 324
86 22 953
27 159 225
4 12 819
32 12 79
28 85 300
127 44 156
43 70 156
55 1 532
44 8 763
104 82 102
128 57 509
142 93 114
82 129 943
35 36 0
20 101 62
65 44 542
143 154 505
117 28 840
18 142 800
10 93 689
144 21 451
59 148 987
85 122 783
118 110 35
6 108 763
46 32 800
146 123 311
128 147 523
122 18 969
82 85 203
102 68 560
20 125 769
79 78 407
68 10 606
155 34 400
101 132 841
74 40 736
57 60 99
44 41 953
68 31 665
136 131 713
147 5 215
108 27 578
8 45 714
105 125 768
133 67 525
58 128 324
120 111 644
3 106 527
137 141 415
117 74 676
149 142 712
5 30 156
130 57 721
23 7 354
148 103 467
145 47 655
148 12 837
73 152 842
59 122 166
40 31 14
65 129 225
134 14 26
130 7 82
66 35 328
159 100 614
102 137 794
72 138 95
73 145 802
79 132 67
63 93 803
30 28 463
103 148 1000
10 160 934
93 125 861
146 83 494
82 125 638
88 114 13
120 12 126
5 144 298
116 140 141
139 36 632
77 126 790
44 138 431
23 91 65
10 156 182
14 2 703
127 133 237
58 92 764
39 15 776
68 28 501
84 14 780
80 127 956
54 94 287
58 31 525
139 111 402
22 37 414
160 75 541
122 48 285
33 138 453
100 102 492
57 114 38
151 111 770
115 91 639
87 51 81
29 116 874
103 142 710
135 140 761
21 77 640
91 83 556
79 85 907
137 107 268
123 45 196
8 109 809
28 73 800
50 35 947
56 71 866
55 124 439
23 153 892
62 39 118
110 150 880
13 10 596
153 138 200
68 76 676
116 160 190
61 75 337
108 118 668
152 128 390
10 73 776
101 123 508
64 91 750
141 119 737
41 79 579
52 150 329
16 13 808
160 84 724
78 103 412
32 139 751
35 71 144
78 20 643
28 115 285
24 95 402
76 62 387
125 80 389
9 58 127
64 127 794
121 50 461
116 133 851
100 103 33
12 90 979
75 31 548
54 70 185
41 30 249
76 13 646
7 13 333
53 18 644
154 91 249
157 41 803
106 26 425
35 33 683
3 19 624
158 91 419
33 118 995
129 96 748
131 107 669
8 114 240
25 5 775
144 160 278
99 7 217
