190 271
67 54 -2
4 176 -2
146 154 33
162 183 -39
126 165 5
146 28 55
40 10 94
20 175 86
68 100 -22
78 114 -5
27 186 -4
93 69 88
96 51 25
146 86 78
97 63 71
157 58 -5
133 42 -8
96 77 62
132 114 67
33 158 88
112 106 52
135 105 -40
110 100 -12
152 128 -46
104 76 -36
184 116 26
31 38 -47
46 102 45
37 171 -32
20 132 53
178 125 30
36 52 8
57 113 80
173 136 -14
121 41 81
125 99 12
114 138 50
131 27 74
93 155 22
72 124 0
158 2 -11
103 84 99
118 106 32
46 116 10
108 130 -30
145 6 32
147 176 -2
56 147 -19
118 73 -8
172 102 -12
24 125 37
89 48 -21
166 187 -11
126 28 58
59 69 96
182 22 62
88 123 2
147 111 -47
123 114 22
8 70 -30
76 189 73
79 168 30
175 11 32
39 14 -39
62 188 -12
76 118 40
146 37 46
83 97 -25
99 16 -17
68 104 89
77 35 -8
61 77 85
3 124 -22
51 174 35
49 27 -8
71 102 53
20 12 68
153 113 61
67 110 76
105 52 55
188 189 -9
36 35 -13
29 94 53
27 98 -10
82 183 15
129 94 13
100 25 -19
79 120 1
116 59 -42
39 168 12
21 57 45
23 92 21
13 23 20
126 187 7
30 183 28
78 49 82
68 141 37
22 41 61
41 34 -1
139 57 -29
74 45 -28
136 5 40
25 73 74
110 48 11
92 176 39
105 157 -6
22 114 48
81 169 -3
41 124 -8
22 68 14
92 82 1
164 167 95
87 36 -10
48 39 32
59 9 98
115 23 -47
181 124 28
21 177 -37
14 153 60
47 30 -28
124 172 -47
190 42 -1
118 55 -16
145 113 48
80 134 -25
143 89 -46
67 164 -35
92 26 -20
95 125 -36
99 183 -35
96 152 87
114 151 -21
122 177 96
57 107 -14
182 162 -26
79 60 36
129 79 28
184 119 42
50 179 -30
121 182 -3
61 10 31
115 116 85
126 106 50
180 118 22
77 188 12
157 35 -31
117 126 96
93 157 48
134 152 -44
149 66 41
13 26 80
16 84 61
74 96 24
154 114 25
54 73 -34
76 121 47
102 14 -37
93 151 -8
115 143 -8
36 90 75
181 145 64
82 182 -42
114 172 86
81 126 35
84 40 46
142 187 48
40 93 -40
150 105 -45
146 27 -39
171 80 73
33 9 96
73 170 -39
112 50 86
2 9 -27
158 94 -7
54 49 -32
150 138 52
60 135 -49
88 61 9
23 89 -3
46 70 71
110 21 14
162 4 -43
120 14 3
144 99 23
46 125 80
94 158 97
25 187 43
160 181 83
32 56 -31
72 158 -17
126 182 -42
144 108 -11
121 18 -31
99 169 71
183 125 55
26 49 97
121 112 -15
22 33 77
6 188 100
143 14 3
129 174 40
155 84 54
173 137 11
182 85 72
10 169 -45
19 42 -39
106 140 -22
88 7 31
88 54 -28
170 48 -36
4 21 79
181 103 7
147 102 81
89 150 51
23 11 0
16 178 38
81 63 84
9 72 64
119 144 -35
48 185 35
33 48 30
36 130 44
26 1 40
124 183 19
94 172 73
82 46 0
150 32 -41
85 178 -16
125 99 -33
69 43 -39
38 159 45
80 177 -7
138 72 83
104 139 69
59 31 -15
100 55 -31
175 84 18
162 183 94
164 183 15
163 104 66
33 181 89
59 53 55
157 119 65
154 158 -4
67 34 85
100 3 -11
33 58 -37
38 76 86
142 77 -14
134 19 29
167 58 91
170 189 47
83 48 74
39 84 66
172 107 24
137 38 96
69 1 64
36 121 82
157 102 97
147 148 85
125 149 18
83 30 96
95 80 54
155 115 5
3 72 54
183 113 -11
73 158 25
95 190 72
22 53 -3
118 79 -44
