200 385
182 40 54
74 19 27
149 19 -31
198 42 5
50 88 59
3 59 62
60 102 77
33 51 38
50 75 -33
141 62 75
136 34 -40
120 32 92
64 195 60
49 190 -6
33 14 25
86 113 21
104 171 27
103 69 -36
55 165 88
45 135 -18
138 92 97
116 168 62
158 123 -11
81 91 83
160 13 38
36 193 1
72 135 51
139 3 66
135 81 62
52 89 -48
54 33 41
34 124 -5
44 1 82
37 61 -9
139 172 23
89 173 -6
189 145 17
199 163 -2
10 36 -11
180 81 3
118 72 -5
171 78 39
13 136 55
117 143 -23
28 179 11
169 5 34
90 115 87
18 179 93
173 142 -47
190 142 55
14 91 -23
72 43 93
54 89 52
98 156 67
91 138 75
76 180 3
194 191 38
171 38 69
116 168 61
40 128 68
104 181 -6
112 41 42
168 106 9
24 23 -12
185 45 -48
15 6 -41
111 178 57
50 171 87
175 20 -21
89 67 -43
156 53 33
178 38 -7
60 181 62
18 152 18
12 184 71
13 161 65
11 19 44
187 59 42
72 190 97
24 88 -31
78 82 71
170 68 -12
171 143 -22
123 187 -25
124 12 82
181 71 54
101 111 80
11 28 -15
139 22 14
130 194 2
35 53 2
161 13 -32
195 99 -20
21 94 -22
198 73 71
181 12 98
176 171 88
131 39 -22
196 42 27
74 94 -27
27 189 30
161 155 38
80 2 -28
25 41 16
83 13 -30
45 126 -16
72 11 85
171 158 2
26 8 18
166 60 60
41 171 95
31 106 57
15 167 10
23 36 74
125 8 90
29 33 35
11 185 80
13 187 -50
129 61 -32
117 170 27
144 92 5
151 188 -4
166 104 -18
80 174 51
82 143 -42
199 141 20
109 123 54
87 66 2
14 174 44
111 81 -13
174 198 62
117 191 -31
66 141 -12
182 70 -40
171 1 18
7 95 87
35 178 -50
152 105 -30
35 197 67
130 37 -2
96 109 98
185 60 42
122 104 17
80 6 -46
16 190 40
83 141 -4
132 131 84
124 45 73
44 197 2
13 158 -2
187 75 46
121 56 67
89 100 64
81 61 -12
43 103 86
10 16 37
146 39 -38
168 108 -7
109 134 4
28 79 6
99 8 99
45 200 16
200 138 39
151 102 66
42 74 -4
71 95 24
42 91 85
100 16 -45
121 6 43
122 84 2
91 159 36
158 192 20
57 132 -43
37 148 31
48 17 27
27 33 89
119 83 9
175 177 -38
163 38 -44
199 83 -14
54 78 74
64 146 63
168 128 41
114 162 28
192 117 73
4 161 -30
104 142 -47
180 181 -10
184 178 -22
167 200 -22
127 3 95
133 130 50
101 66 -44
164 127 41
134 8 85
115 78 45
99 148 -21
199 73 66
162 118 12
24 88 9
9 58 20
107 71 79
139 57 67
118 193 36
75 98 86
133 79 98
4 32 85
103 90 -2
69 199 91
108 41 99
64 150 5
96 104 -14
150 40 3
158 2 -34
5 18 37
194 188 -1
13 26 46
112 106 49
53 109 -14
82 184 22
156 171 28
195 33 47
78 75 67
80 117 -34
64 110 -45
84 150 82
32 193 48
162 43 -42
123 146 76
200 196 -26
172 91 22
54 134 94
82 52 33
10 3 51
15 106 53
171 96 31
158 168 11
35 27 2
191 142 -7
170 139 51
63 162 -25
175 59 90
200 63 96
166 64 -19
138 125 77
162 112 80
23 83 27
65 52 62
36 117 3
27 163 12
194 95 26
177 193 -45
184 99 52
112 99 -19
169 17 14
33 12 51
118 7 -20
25 145 -9
128 130 -5
52 30 -12
47 39 2
132 3 -34
151 96 65
31 17 20
76 147 88
118 117 4
97 79 95
136 67 92
109 103 -19
78 72 14
114 125 -50
139 138 97
176 152 73
66 28 16
133 196 -20
29 50 -12
118 26 6
81 104 -23
194 4 -4
189 9 67
164 142 99
48 130 12
130 121 19
96 135 38
52 83 89
69 20 22
78 164 3
134 131 -8
175 49 16
95 152 15
116 93 80
149 83 79
48 18 72
167 70 67
145 105 49
28 136 41
163 28 87
169 187 24
74 183 80
155 63 -31
98 14 46
14 192 -39
89 71 68
149 49 49
133 22 32
8 11 87
39 40 3
191 50 -39
175 106 100
154 23 77
57 79 5
46 182 -20
132 12 55
112 12 -11
59 13 80
113 122 -26
122 118 72
90 140 -27
169 75 71
154 122 55
186 144 62
57 116 8
163 166 34
157 3 100
10 55 55
15 173 82
38 153 -12
60 83 -15
157 51 -4
155 97 -29
34 123 87
25 107 97
8 142 21
48 181 34
164 91 -16
196 199 97
172 144 -15
173 131 5
89 187 80
14 158 74
146 125 -8
101 5 45
51 110 -7
26 25 26
124 61 33
142 176 43
29 122 78
110 154 20
37 113 -45
39 105 -50
83 147 51
36 157 -31
81 115 -48
85 159 58
6 139 -33
170 132 89
162 145 51
102 169 61
116 100 -49
53 197 45
81 106 6
194 19 81
165 175 24
151 82 -17
47 119 -49
155 149 79
134 81 -16
66 134 62
123 174 84
39 177 91
92 76 83
122 88 -26
57 4 39
199 20 58
129 124 -21
78 102 -11
41 62 -23
31 139 14
18 108 -19
111 132 -21
174 185 51
164 192 20
36 47 87
107 22 49
128 98 79
