140 276
140 126 -39
100 68 53
15 81 96
100 3 82
49 7 17
100 69 82
26 42 -7
9 129 58
107 37 -12
67 85 80
130 43 22
20 94 -43
70 98 -17
11 109 83
79 5 75
6 116 40
26 90 69
140 62 -3
89 4 33
84 98 -28
67 24 -31
123 68 -7
92 44 36
95 58 16
4 125 -48
87 90 53
104 10 83
123 77 78
104 39 34
85 54 40
5 112 -15
121 58 6
69 127 -9
55 110 6
38 48 40
9 131 97
125 107 16
79 82 22
52 104 97
19 102 -39
129 11 56
47 79 96
44 112 48
47 80 31
9 77 34
32 139 34
39 83 3
1 31 85
116 62 16
35 20 -27
62 26 70
113 84 66
4 62 -11
87 65 62
89 85 -48
54 62 86
59 55 91
111 117 97
94 7 43
11 53 -19
59 135 99
73 126 20
75 27 -45
104 27 -43
134 74 -15
63 41 42
43 79 65
26 100 16
100 92 53
53 84 -9
118 75 -33
92 60 54
32 45 83
76 43 -43
51 35 -14
106 55 -3
56 71 36
8 130 -17
38 124 94
137 62 -18
18 75 25
78 73 12
66 25 51
140 7 -28
117 79 48
6 125 12
93 91 -38
90 13 65
125 37 59
123 103 2
54 49 -4
122 53 -23
138 114 52
90 115 48
101 12 82
64 101 53
54 27 96
57 55 11
63 117 85
63 87 29
118 23 59
14 56 91
43 130 -47
95 62 52
140 60 -20
39 74 80
2 108 36
124 86 94
48 50 56
18 15 -31
36 68 -15
32 127 -32
15 134 -13
99 118 56
50 120 -36
63 113 41
135 138 -8
74 6 -9
102 14 -2
21 31 76
111 69 -26
67 92 77
130 64 9
86 47 50
11 99 0
81 39 26
48 95 63
73 51 30
90 41 -43
16 128 1
6 66 -15
115 80 25
140 54 -37
44 84 -21
60 29 75
7 113 33
92 68 -48
79 44 58
122 126 75
98 131 -33
10 100 4
105 29 78
93 44 19
39 113 -9
52 118 33
7 68 28
40 116 5
71 103 12
128 41 96
33 137 35
122 114 85
20 92 -34
33 27 19
41 119 100
104 70 28
28 124 45
92 101 67
109 105 14
75 86 -33
102 62 -22
23 38 -42
52 101 19
102 42 -46
12 45 -16
137 107 41
134 81 -29
100 71 78
14 124 -50
88 87 37
42 74 94
122 45 51
104 8 88
32 23 -28
63 108 -31
10 84 -18
38 54 -24
119 125 93
130 79 1
9 70 -21
61 70 56
128 108 99
110 27 54
47 117 74
45 5 76
71 5 66
100 95 -8
65 2 8
91 117 -12
133 29 91
62 81 94
76 112 -6
42 47 -49
128 62 -33
112 73 19
97 40 -22
100 85 -10
59 140 -9
22 135 -47
85 9 97
127 86 -35
1 9 -32
49 96 67
109 75 20
123 105 95
62 71 -27
17 87 23
97 93 -22
5 102 82
79 86 -25
44 14 -31
79 38 72
50 37 93
61 123 -4
16 19 75
66 63 20
32 87 40
126 89 61
121 58 -12
18 99 22
124 67 -19
94 114 89
72 76 -46
37 64 7
138 5 23
95 113 -18
37 124 -34
46 27 91
57 132 69
67 127 27
114 37 68
20 48 -14
132 113 -39
67 129 97
70 79 8
28 45 -29
104 132 2
25 71 100
20 101 96
60 138 72
40 70 -18
59 138 -11
8 76 -44
63 59 -18
73 136 20
61 72 93
101 29 -15
45 87 -28
84 95 26
102 66 -34
95 116 -8
109 26 3
94 63 70
14 85 50
122 134 92
30 23 53
87 113 78
35 97 -42
4 62 56
24 90 -37
22 127 44
66 17 48
9 93 54
53 82 -18
48 70 83
54 14 64
140 139 71
119 17 -35
126 29 14
124 17 -37
3 57 99
64 60 78
86 99 45
78 8 64
61 25 -50
45 126 57
24 101 21
