200 14830
130 12 50
171 93 38
147 82 5
173 65 31
31 79 22
193 4 22
195 137 50
37 68 27
174 181 31
2 186 9
129 8 28
67 86 8
79 153 16
28 47 45
68 11 37
154 193 40
31 116 25
29 36 4
136 105 11
54 109 41
176 163 11
47 64 23
138 154 45
173 136 32
119 170 19
57 133 49
143 61 18
187 129 4
102 124 48
94 168 41
118 197 41
121 25 39
160 13 11
197 62 25
34 55 12
76 118 38
106 107 49
5 1 1
152 189 18
122 159 6
92 49 28
139 168 8
28 13 30
46 19 13
65 21 6
11 187 25
184 36 17
40 198 30
104 87 15
159 122 10
128 16 40
159 163 11
94 36 6
189 35 30
39 18 38
141 154 46
58 15 3
116 51 16
194 61 41
94 131 14
165 105 39
164 149 21
138 59 50
74 8 3
76 148 38
19 52 35
48 63 3
75 123 14
150 199 48
112 98 42
1 98 6
200 172 15
134 32 40
37 53 1
27 83 41
112 88 34
67 81 27
75 23 12
185 100 46
18 113 18
121 184 45
84 88 43
70 133 10
190 159 5
197 157 46
32 103 45
37 65 11
152 150 39
197 96 36
180 65 9
37 183 3
88 173 28
102 192 20
76 187 43
54 14 22
89 130 9
38 18 20
67 130 40
144 190 34
166 42 50
75 46 36
57 60 18
172 106 31
92 2 50
140 97 50
122 70 31
116 145 41
10 76 38
167 53 27
90 57 29
87 109 16
177 126 35
88 43 39
199 115 19
172 19 35
2 158 30
158 92 9
135 143 36
85 90 9
74 21 39
1 93 25
79 163 33
122 97 26
30 35 35
151 113 22
138 28 16
74 171 20
119 2 30
33 55 11
166 40 17
39 117 6
200 160 31
96 26 4
179 24 21
1 149 41
184 169 20
95 72 39
23 58 9
32 171 17
151 127 41
119 58 46
54 6 36
64 55 3
126 197 26
131 198 44
44 32 18
148 145 9
17 12 18
170 121 4
120 13 41
139 56 35
127 168 29
193 49 9
89 182 10
153 176 48
98 187 27
193 52 14
149 116 12
109 136 12
12 83 24
75 101 42
173 125 3
81 99 22
29 71 27
130 34 26
83 171 40
60 76 13
54 17 23
189 41 12
192 29 36
151 189 30
163 152 31
137 147 17
113 20 7
85 159 14
152 82 15
154 196 30
134 1 19
19 14 11
179 103 34
185 101 14
21 63 45
197 107 12
191 83 43
49 123 23
158 124 31
92 91 10
170 127 24
142 83 27
56 102 14
194 95 14
33 27 46
88 184 4
3 10 10
21 123 32
174 108 39
47 85 3
49 116 20
63 35 6
165 77 6
24 169 28
2 96 50
136 157 14
76 98 17
126 192 45
165 13 21
174 40 26
5 146 47
86 125 46
104 185 13
80 100 31
90 195 46
138 190 40
39 78 10
120 82 9
66 83 48
17 125 29
119 59 1
7 148 6
199 167 33
101 116 37
190 192 19
39 58 31
132 180 10
153 101 8
65 95 34
55 70 14
89 10 37
105 137 26
129 188 14
85 122 44
200 136 13
84 200 20
134 12 46
59 90 14
162 108 34
65 14 45
167 49 1
146 18 44
19 124 17
24 192 25
12 128 22
66 113 48
186 53 40
92 109 13
61 3 43
9 151 45
161 144 24
49 99 29
66 148 42
132 9 20
156 101 9
141 81 27
189 82 39
82 179 38
57 105 42
153 127 37
49 194 37
41 16 41
66 64 48
60 78 48
88 54 28
171 72 47
69 70 2
157 70 26
126 83 7
60 196 40
15 170 20
93 139 44
119 1 9
89 52 47
52 157 35
15 106 35
166 185 50
152 164 16
84 63 28
43 3 19
172 128 7
10 63 20
22 66 13
44 182 45
101 16 48
33 75 49
159 77 3
195 93 48
158 178 34
18 97 8
69 106 46
59 48 30
37 42 42
135 171 19
142 5 39
77 52 8
77 179 49
31 113 24
116 178 31
8 137 35
26 6 24
57 172 45
147 125 12
158 157 32
85 47 4
52 148 43
111 170 10
57 6 12
147 45 19
151 51 4
70 105 3
57 165 5
81 149 3
2 168 36
180 140 9
98 3 6
135 57 11
160 38 28
134 194 49
12 74 41
63 182 28
104 163 41
10 97 31
172 162 18
149 87 50
3 117 44
77 116 6
177 163 36
1 182 31
183 64 15
42 101 14
121 68 46
200 135 16
28 66 45
160 34 30
29 116 14
98 14 20
55 180 33
27 62 50
170 59 13
30 156 30
5 149 24
96 198 45
165 60 41
141 62 3
42 177 9
199 34 1
183 200 24
103 136 35
10 16 42
11 29 42
94 121 10
25 22 14
7 77 34
199 14 22
163 75 28
150 30 14
169 73 8
149 181 35
149 200 48
72 180 9
74 58 13
181 120 44
29 9 9
98 105 30
109 51 10
127 143 14
25 142 15
62 191 29
66 197 14
67 173 34
33 37 12
49 24 2
118 27 24
6 18 39
26 135 43
188 94 37
126 97 22
138 179 11
112 100 48
167 157 31
61 90 14
69 46 21
11 56 37
115 149 26
129 171 49
82 62 14
153 77 3
64 95 9
110 103 29
163 146 29
125 74 7
108 130 47
155 83 20
26 67 30
20 163 1
136 118 7
122 23 24
90 20 30
76 145 50
63 155 29
139 96 41
33 83 20
41 179 7
200 188 40
107 145 38
100 146 38
30 37 28
