144 182
55 6 66
133 62 57
47 132 28
108 105 31
36 37 -25
1 2 -10
108 42 36
77 63 5
16 124 30
6 83 64
60 98 -12
3 33 73
76 108 -2
67 18 44
142 32 49
42 100 -39
38 55 88
48 9 -18
44 101 9
38 71 78
106 127 43
143 47 19
97 137 95
76 32 14
7 130 50
10 98 63
122 66 0
48 110 -12
74 143 54
25 44 2
89 51 66
106 73 92
29 52 -38
82 9 3
99 125 -28
94 14 66
99 9 -20
143 14 66
122 22 60
130 32 -48
140 50 23
51 18 -3
62 80 -37
116 113 75
127 26 35
116 26 46
100 64 85
81 38 81
70 44 69
45 71 31
58 142 8
33 124 67
61 75 1
138 30 37
91 113 92
80 55 85
39 6 -39
43 84 29
46 130 6
47 87 24
141 42 83
30 99 79
44 58 -15
144 46 -47
32 62 94
110 95 91
36 114 46
130 42 58
79 11 16
87 18 -44
58 44 70
104 134 -11
61 21 -23
7 95 0
66 7 31
67 13 31
122 18 -50
44 38 55
129 110 15
74 39 97
144 85 47
37 64 -47
42 82 42
105 87 28
77 57 -42
86 67 37
143 105 7
94 42 64
53 70 -39
83 84 20
10 139 87
131 55 85
41 54 99
96 117 -42
29 61 46
74 103 38
56 69 11
24 76 39
32 135 95
138 21 77
7 95 -23
129 35 -38
43 90 -49
3 49 -35
131 96 21
51 73 33
22 139 10
114 131 32
38 135 -26
26 109 -38
67 59 23
5 68 -6
81 52 79
91 92 69
144 9 1
9 136 -2
124 109 -33
122 53 -24
7 71 95
25 61 19
66 115 -39
23 47 36
116 37 -44
57 44 43
116 50 -41
7 24 92
97 45 -26
30 5 16
28 2 87
98 111 -39
2 142 95
93 81 99
99 11 81
118 66 77
38 35 -17
41 40 15
19 130 67
26 9 -38
144 61 -48
21 98 40
140 58 30
86 99 50
107 140 -15
52 15 -23
83 123 63
101 33 -38
23 52 -18
66 29 45
123 139 56
98 124 -18
41 65 -1
69 54 34
53 130 94
23 20 -29
70 33 -7
24 99 19
112 130 -43
57 4 -16
111 126 82
106 133 22
17 19 18
37 24 80
138 120 -30
10 78 -6
77 73 -44
126 98 20
117 90 -14
98 4 92
65 80 22
100 97 23
87 4 34
114 126 -10
114 77 42
97 42 37
108 134 -48
116 37 81
87 15 85
86 55 -4
16 71 89
83 44 76
52 119 93
11 61 86
