134 482
117 96 675
79 99 418
35 39 757
37 28 619
89 98 867
82 62 73
78 83 627
121 66 99
118 130 397
77 35 31
44 14 524
44 39 181
90 72 572
100 110 583
71 58 357
19 52 31
27 71 234
63 84 329
59 63 490
120 112 862
16 12 626
46 130 128
28 95 81
52 110 375
73 78 368
115 61 641
104 67 814
7 37 688
20 44 799
84 65 702
80 92 856
70 75 64
72 83 818
52 95 800
110 119 746
54 108 583
33 54 986
38 16 994
89 110 575
76 122 30
72 21 33
6 57 228
121 63 923
34 28 120
21 37 291
2 108 201
103 93 135
108 111 137
9 77 116
29 31 10
97 84 168
50 71 117
81 32 405
4 7 919
49 88 704
131 17 364
24 56 821
34 119 288
36 134 588
107 57 918
83 131 781
36 101 667
97 119 921
91 58 343
81 52 86
24 122 381
95 108 990
93 64 164
112 117 549
35 96 705
88 63 910
118 57 253
64 42 464
133 104 412
127 131 780
8 116 679
128 88 530
12 46 677
126 5 112
2 7 103
28 47 245
35 104 174
44 103 981
127 19 714
75 112 362
104 51 162
64 99 63
10 93 63
25 89 223
71 50 311
121 42 746
129 132 564
39 43 457
24 67 278
67 94 440
4 95 357
50 130 13
101 64 917
80 95 461
107 37 674
81 30 34
34 18 958
26 52 182
19 56 870
62 71 560
17 126 119
112 105 403
50 12 254
26 25 960
63 45 568
40 32 830
55 65 735
52 127 906
123 11 530
80 11 987
52 115 541
24 47 806
69 55 549
43 76 902
75 98 9
56 68 123
99 98 696
98 80 519
26 56 156
105 119 404
106 68 391
21 55 148
134 1 400
54 5 667
15 98 41
118 116 126
67 129 778
46 64 525
13 85 455
106 80 868
63 64 833
97 75 346
39 109 230
93 75 261
120 114 212
107 21 405
88 70 646
21 92 681
64 32 376
62 17 561
42 11 99
90 63 546
131 8 664
124 12 723
13 134 554
81 12 762
113 21 842
53 73 543
120 3 255
132 52 215
21 5 151
36 33 844
66 123 767
26 51 566
111 125 12
96 56 119
82 76 587
2 69 305
103 125 705
113 104 732
59 84 977
40 12 600
39 124 497
122 132 206
42 125 488
36 120 475
61 49 391
67 14 275
130 37 133
95 99 727
19 102 742
89 64 537
17 1 82
33 109 307
130 6 932
6 48 764
11 56 972
76 120 291
25 99 625
16 103 957
55 106 312
37 40 377
108 130 973
125 87 494
74 41 738
60 102 755
58 104 129
13 94 880
48 101 960
116 85 593
130 64 658
70 62 530
38 39 651
103 31 530
59 58 717
122 103 30
102 49 952
106 123 586
47 10 321
61 89 961
38 88 125
77 76 221
45 125 237
114 112 428
82 23 669
59 76 707
41 39 18
19 4 771
12 105 153
114 6 455
23 45 256
7 118 555
71 124 887
133 48 669
51 18 563
113 11 786
50 12 876
48 98 230
117 120 541
112 110 569
31 129 627
22 15 338
53 5 591
28 122 618
70 26 598
11 120 406
18 22 470
134 51 879
39 128 448
108 43 24
70 1 946
91 30 564
68 131 910
42 65 64
113 29 17
122 90 413
67 128 403
104 129 909
8 46 799
22 11 946
134 75 292
81 67 924
87 115 880
124 10 180
32 27 835
19 79 559
25 111 687
26 127 900
38 67 707
9 36 266
17 120 517
105 85 70
82 59 464
87 77 642
107 128 218
111 112 115
121 34 360
32 19 845
79 9 801
92 89 126
17 104 285
101 91 421
113 44 903
18 100 523
60 35 654
55 41 693
94 90 249
59 88 531
121 43 459
127 130 869
7 63 353
76 16 829
57 110 129
5 67 92
50 92 979
65 62 809
51 82 398
93 65 433
74 12 147
16 26 365
117 119 912
93 40 772
37 113 840
103 95 863
132 10 142
55 2 68
130 87 352
9 128 694
21 83 418
116 84 213
48 129 189
3 22 6
118 83 565
21 5 619
18 129 28
87 43 477
89 33 888
109 121 674
134 53 348
19 8 219
33 23 856
46 57 149
107 47 484
94 68 746
63 47 681
39 121 532
106 48 444
96 5 882
45 53 579
110 81 878
14 117 364
18 114 151
20 54 37
131 83 559
10 94 695
60 21 722
117 50 398
45 129 676
132 74 399
16 99 573
62 29 575
119 109 243
95 24 351
73 131 93
133 53 448
103 116 395
3 13 306
36 77 936
103 10 731
56 36 76
56 88 513
17 73 533
26 42 917
103 108 512
96 43 81
91 60 624
91 58 416
131 45 986
37 97 687
108 118 280
46 68 98
120 99 999
49 68 62
75 47 612
55 75 109
99 66 113
132 99 846
90 37 384
131 120 216
47 125 41
45 42 360
123 56 810
125 32 436
85 25 11
77 79 886
14 117 187
131 129 422
37 3 894
125 132 150
64 33 492
13 128 289
21 71 1
24 2 1
32 91 519
106 108 173
2 36 405
19 49 572
12 5 582
62 123 577
66 123 918
113 99 921
131 81 466
68 5 200
3 17 369
84 57 149
95 101 300
93 81 994
13 17 570
106 8 845
57 67 390
62 124 550
91 42 983
21 65 694
30 51 87
121 111 950
85 8 29
48 70 473
28 22 315
61 29 978
11 88 387
30 81 789
18 109 384
65 27 250
70 44 906
129 96 431
101 54 818
38 14 988
110 19 771
111 67 961
124 39 697
68 74 523
51 71 183
