200 14830
181 43 26
45 62 30
80 63 30
42 111 42
192 126 11
189 137 28
188 14 14
114 100 46
71 80 13
140 22 25
51 200 20
141 113 32
98 59 5
27 149 32
120 54 13
127 52 17
192 118 12
47 189 18
153 194 36
98 179 43
162 46 40
167 114 48
166 157 41
35 42 17
162 4 43
9 38 49
72 151 45
25 152 43
177 161 30
39 106 30
187 36 42
33 47 40
161 165 28
97 81 33
171 174 3
8 133 33
161 8 44
65 146 1
155 18 12
74 38 17
108 4 29
73 167 50
198 136 35
192 12 3
126 184 4
185 151 35
116 33 26
158 197 36
54 63 46
193 46 32
71 144 11
8 170 36
122 152 3
72 3 39
157 68 46
123 133 14
25 179 38
149 55 30
118 150 50
196 93 17
145 122 35
65 58 9
118 182 2
58 152 8
182 135 39
32 73 45
122 186 1
176 45 32
26 54 10
177 66 35
147 36 23
51 160 45
1 44 29
81 6 7
146 179 41
73 136 40
122 147 9
100 34 39
121 108 50
23 38 41
8 174 47
151 140 21
168 125 19
154 127 49
49 196 4
70 50 12
115 41 11
180 107 6
171 32 17
39 101 49
104 147 42
198 77 47
68 139 33
6 14 37
40 136 37
164 72 43
95 88 34
167 153 29
74 151 28
145 61 1
79 152 46
146 42 49
177 133 38
74 90 18
104 165 32
90 122 10
164 126 50
161 111 47
47 188 48
92 120 42
11 80 33
3 138 48
152 177 34
59 94 40
175 190 22
145 115 8
165 161 38
61 165 12
11 57 49
45 50 22
124 177 43
122 63 28
31 175 42
8 72 12
42 153 11
195 23 31
75 41 42
74 44 23
32 81 3
100 183 37
41 59 22
82 139 21
92 29 45
100 186 42
106 148 12
57 49 17
30 169 35
63 172 22
10 148 35
117 5 7
199 127 29
109 94 2
174 60 9
103 130 27
24 182 8
47 1 50
135 1 37
81 35 24
102 192 33
59 82 43
166 24 9
138 123 24
187 200 31
182 138 3
158 164 6
39 193 1
144 88 36
66 93 23
190 10 16
119 100 43
44 106 48
134 112 22
134 71 21
118 82 26
184 104 39
103 84 32
183 126 33
1 142 38
32 88 19
56 122 10
74 9 42
18 177 29
19 185 1
136 81 6
69 177 18
182 69 24
4 10 21
54 43 39
163 118 33
49 93 23
135 126 45
73 163 24
113 27 10
182 43 8
46 34 37
57 32 26
171 89 25
194 23 17
45 163 33
118 131 39
168 18 3
186 107 21
196 140 37
31 100 2
178 71 21
68 113 6
174 199 36
137 89 12
101 116 24
69 66 42
67 8 9
113 96 2
195 78 37
190 169 22
166 118 34
121 70 26
132 23 50
146 60 28
171 20 46
140 129 1
16 36 11
130 156 29
75 181 48
113 91 8
193 52 27
148 26 7
38 69 38
104 90 5
69 179 40
9 68 34
92 26 2
51 43 34
78 170 35
192 112 47
29 10 30
31 183 13
16 50 30
122 157 39
118 70 42
5 85 37
54 195 42
57 22 31
199 126 32
141 93 24
143 90 10
56 26 32
167 149 3
123 45 7
13 153 42
122 149 40
145 162 28
137 165 20
167 193 46
194 197 38
16 179 36
140 36 15
81 170 36
180 168 1
162 108 34
124 100 27
3 137 27
151 40 4
17 37 37
175 51 37
78 158 38
70 53 2
6 184 19
124 58 30
25 129 30
47 129 22
116 179 14
84 170 33
16 175 38
177 102 30
141 164 25
195 63 48
156 60 8
156 101 9
99 24 19
25 6 44
164 15 19
49 57 32
67 156 14
108 98 12
166 148 47
193 86 38
186 87 38
116 12 22
51 84 21
38 180 3
164 91 14
124 146 35
30 168 14
6 96 27
138 46 45
143 173 21
25 2 46
52 176 48
127 12 13
170 152 43
79 71 15
108 29 33
71 93 20
165 23 25
153 135 19
143 124 21
137 167 42
