160 252
68 31 86
24 133 -27
37 96 0
27 11 -2
28 113 -27
37 131 86
76 82 -14
130 85 -45
121 39 64
81 157 97
18 126 37
44 42 92
63 95 -39
50 150 34
28 99 1
28 85 66
158 118 43
96 37 -47
17 151 -42
38 150 76
82 133 23
93 126 94
58 74 -7
4 64 12
17 75 94
56 38 45
27 16 88
111 152 -1
31 114 -27
145 7 -36
88 50 -42
1 58 6
16 122 -41
32 122 34
83 65 73
16 84 -7
8 100 -28
103 54 83
155 39 78
13 105 43
37 25 88
42 149 0
25 160 38
92 116 18
33 29 -30
13 35 -28
62 16 -7
117 136 69
47 36 -27
126 64 58
99 92 83
117 85 -50
99 59 80
3 6 24
158 118 -44
73 8 23
89 28 10
151 134 -21
13 82 22
116 121 -14
148 132 27
50 105 79
5 17 27
125 148 -29
144 91 52
63 53 -23
66 38 -24
1 4 67
133 122 50
21 14 81
32 28 68
128 110 -5
138 79 53
114 40 4
142 36 17
72 117 8
61 122 38
70 85 41
147 148 -35
131 70 -33
9 4 51
115 41 18
20 104 32
8 104 65
18 8 8
38 123 56
35 160 95
57 37 55
84 156 -14
97 156 70
151 48 57
98 144 0
98 138 48
26 90 -32
3 68 37
110 16 35
30 98 78
60 39 36
109 136 47
32 114 75
135 154 -26
66 109 68
156 94 49
150 154 8
158 145 -23
153 152 36
105 27 64
46 78 23
47 61 97
24 36 -41
77 43 0
122 154 80
110 27 -25
21 35 7
37 160 4
22 46 23
6 19 -19
85 14 -25
111 142 78
88 17 36
24 130 -49
19 116 42
25 110 -37
108 100 63
20 67 81
154 94 11
123 154 -46
23 47 48
107 112 74
47 101 -1
147 95 79
150 92 90
126 113 7
146 3 75
98 119 48
38 10 94
86 124 13
59 17 70
134 147 30
50 2 -17
121 31 93
119 71 26
142 115 69
35 32 62
4 74 -26
38 138 -11
51 82 -12
111 135 -24
112 157 82
25 31 65
78 24 89
60 66 23
64 28 -47
76 43 -25
64 77 -17
32 117 96
147 12 13
85 14 -30
88 94 4
132 88 8
22 129 -3
63 24 34
147 69 28
11 132 99
39 119 18
135 148 -36
105 130 65
156 71 62
111 36 94
38 158 3
102 83 46
53 133 95
5 97 -34
89 102 45
68 43 7
157 58 3
76 58 63
86 68 40
139 98 14
8 98 90
57 110 4
30 75 -34
21 92 83
42 34 79
26 21 90
74 73 72
59 100 44
81 47 82
133 9 42
83 148 -13
65 111 -3
72 73 97
57 110 -21
60 121 91
139 51 -35
10 39 -48
41 98 84
54 87 -10
21 14 41
36 28 30
51 135 -6
135 93 78
45 137 -10
140 132 -39
90 18 -36
122 123 97
78 55 37
81 39 -48
25 140 15
5 6 84
87 10 -37
143 146 69
122 78 92
121 72 97
151 136 -7
90 52 96
118 14 60
87 131 54
76 71 -3
130 46 -16
87 77 62
35 103 12
13 15 61
117 133 9
37 17 -41
129 81 -10
29 37 88
108 78 -18
109 36 -4
50 87 -20
80 18 -25
21 155 94
96 137 36
134 124 64
101 27 67
52 96 32
142 125 63
15 57 82
60 120 66
141 8 -19
48 122 54
53 27 1
89 74 44
57 4 14
102 57 82
46 95 54
13 147 8
14 123 43
152 102 7
149 147 -37
136 32 -6
159 3 68
