198 18911
91 31 122
99 128 947
189 162 610
165 83 789
31 170 140
106 136 444
66 91 527
91 187 369
3 76 780
56 85 786
42 134 403
136 183 483
185 113 669
41 151 53
76 2 789
197 73 551
198 173 25
148 161 648
48 61 210
8 55 450
102 106 287
183 123 807
58 149 249
101 11 804
6 106 539
79 56 312
25 37 386
185 96 207
186 151 520
2 115 250
27 18 717
109 5 924
35 98 957
66 183 466
39 133 951
174 170 57
60 95 455
57 144 696
157 65 903
12 192 625
45 108 792
3 21 965
165 122 609
32 104 513
78 1 938
69 100 348
67 189 365
198 108 983
198 56 793
93 123 274
103 17 299
103 86 133
41 161 633
51 122 487
169 130 498
30 154 290
83 62 189
146 94 105
169 196 34
180 37 486
170 31 516
26 198 836
149 123 686
71 178 827
85 72 639
31 59 780
43 52 85
138 6 2
26 156 839
63 74 656
136 196 664
14 63 135
71 98 538
52 128 447
24 151 440
173 137 563
28 33 618
53 98 881
165 88 853
141 126 738
186 110 990
165 189 676
136 52 390
41 154 980
142 55 101
64 28 692
48 77 167
53 188 811
193 104 94
152 9 208
105 46 741
112 89 259
139 148 187
186 172 592
89 4 567
40 39 801
196 167 582
166 78 404
92 5 493
176 144 950
98 158 118
166 19 763
145 3 693
178 51 225
97 140 101
145 123 795
67 25 620
79 152 154
191 159 295
77 98 944
88 193 495
131 36 666
190 20 341
165 43 679
7 139 322
18 113 957
54 182 653
180 94 481
93 123 637
111 52 84
181 96 521
146 56 765
134 56 518
148 106 213
58 144 655
128 61 964
22 108 11
178 181 227
30 132 665
50 23 840
49 190 869
20 144 472
100 125 729
63 167 79
131 37 487
198 12 591
80 184 925
136 71 682
75 115 661
149 179 981
78 121 90
151 177 438
160 53 217
134 147 821
9 102 60
153 4 396
47 138 685
48 167 568
109 157 230
141 131 48
25 180 360
76 78 221
69 45 896
50 148 202
146 10 245
128 167 572
57 32 481
148 65 562
31 136 114
104 177 271
23 101 568
97 100 301
45 187 522
70 144 670
188 7 616
73 98 700
115 33 133
169 26 861
120 182 803
90 105 945
186 63 783
129 194 5
165 128 800
52 117 99
27 191 755
87 148 388
124 159 110
81 93 783
155 184 155
172 77 390
158 49 312
19 4 357
43 62 533
17 42 823
3 197 520
11 158 747
142 30 821
103 30 577
126 133 149
80 64 119
130 178 472
25 118 771
58 64 379
197 66 478
111 133 436
8 135 418
47 137 59
118 157 429
59 96 392
47 181 102
83 4 560
49 162 2
170 21 676
121 146 826
86 78 160
173 47 457
138 96 537
103 58 568
38 25 800
164 189 991
193 107 768
139 158 312
55 131 937
80 198 994
196 4 321
179 46 426
128 127 863
149 78 767
124 167 994
52 97 426
103 120 628
6 62 296
187 61 488
9 64 131
192 129 496
47 152 754
131 38 540
9 65 541
193 122 487
59 164 913
95 144 679
156 186 387
165 130 593
135 48 391
189 131 989
166 49 79
184 62 917
97 81 422
23 167 302
190 36 311
173 28 70
192 146 850
145 10 62
77 1 219
40 182 933
191 55 680
107 182 629
64 152 996
6 85 172
63 198 401
95 96 867
17 96 547
88 106 229
113 85 365
20 50 311
29 157 215
90 58 738
12 56 537
67 91 569
105 63 653
174 198 77
69 165 21
48 144 839
100 28 233
129 58 480
27 47 881
119 176 280
189 52 817
132 102 343
173 75 532
168 87 224
168 76 883
197 126 25
113 117 61
124 75 250
104 159 886
45 162 195
173 60 897
85 73 849
10 103 103
75 187 122
185 181 882
117 113 842
87 164 880
83 54 515
68 123 549
88 105 125
13 29 444
188 95 691
98 123 742
21 58 317
31 159 703
66 137 163
132 100 943
32 130 379
93 187 624
70 93 327
171 150 506
84 98 706
175 180 619
177 57 540
80 195 120
105 15 962
39 106 72
150 152 261
130 148 555
183 155 50
192 33 168
59 141 124
189 7 377
131 26 71
43 116 701
125 155 132
180 21 355
198 171 852
131 168 649
93 39 847
38 93 516
194 98 554
132 159 890
21 164 864
91 196 15
15 157 253
139 140 513
148 87 552
182 56 81
198 162 251
127 28 762
106 105 691
187 162 115
