133 255
124 65 -3
30 74 -43
45 55 79
98 43 22
11 126 63
7 29 88
47 95 -19
72 51 2
101 127 -24
61 101 0
126 13 81
23 113 99
28 87 36
22 83 43
30 78 64
28 62 37
2 132 35
36 20 -11
14 18 53
65 43 99
58 53 -5
3 115 45
19 51 -16
123 14 -33
87 24 44
71 113 46
29 34 -48
75 56 27
1 67 48
32 19 79
127 91 73
40 83 62
109 72 93
47 51 -41
7 49 47
80 4 83
80 38 -4
94 31 78
26 59 -17
10 3 -49
45 4 -4
53 130 -7
118 92 52
27 71 72
97 38 -9
99 18 -40
32 94 75
113 49 -29
24 28 13
100 32 -27
2 40 -16
103 54 21
86 6 -48
54 129 -34
104 72 51
34 93 96
30 93 -14
115 19 43
63 88 -10
37 111 47
77 22 -29
10 76 32
41 4 41
46 31 -41
43 64 68
53 116 78
7 121 -33
18 54 0
102 122 43
110 39 61
124 74 6
81 5 54
120 82 45
132 95 48
10 107 13
14 77 45
14 115 29
111 81 -13
133 39 9
49 119 20
18 24 -5
30 45 3
28 120 -25
27 119 -3
129 21 19
69 9 -22
54 8 53
94 26 -39
123 126 -14
94 42 85
24 39 93
28 72 -45
130 73 -20
24 119 92
88 84 30
8 53 4
12 111 94
46 73 52
23 36 -45
105 118 76
113 14 -44
54 110 -7
62 12 -26
70 125 97
61 94 -41
99 37 7
11 131 33
13 33 54
6 105 57
111 35 13
104 41 -46
89 80 51
44 91 -39
11 69 -34
61 98 -41
14 23 51
87 102 -38
79 22 1
110 49 -13
122 21 -26
90 43 31
92 61 17
25 69 26
114 50 92
74 95 -41
71 62 2
64 17 -3
52 64 87
24 116 -3
32 19 -2
115 129 37
33 31 79
100 110 -17
42 36 -37
131 72 -2
35 31 27
37 35 82
14 84 -14
3 88 83
91 84 -31
4 32 66
126 127 27
6 5 2
7 120 -8
80 106 43
31 70 86
129 89 22
59 4 5
86 62 52
98 56 76
28 76 32
51 94 99
2 3 -34
31 90 -43
62 104 91
132 108 11
33 14 -42
57 45 -24
103 126 90
3 112 44
41 33 42
39 50 -36
78 124 96
79 49 77
101 76 -16
85 63 -43
55 25 26
103 14 89
67 22 59
127 54 96
24 28 7
6 37 72
30 89 -29
68 51 54
97 52 -13
61 118 96
113 48 88
2 4 86
122 74 -47
62 130 -7
133 71 100
118 22 11
14 121 -46
113 95 29
36 74 -30
96 115 81
51 115 -32
6 25 73
102 31 -35
93 131 64
105 100 81
116 25 55
56 94 88
106 62 -15
31 119 95
6 44 71
4 128 22
116 100 -22
113 39 -25
112 15 48
13 100 36
76 115 38
102 16 40
126 72 24
66 90 -45
84 50 -47
55 130 77
126 30 27
109 84 41
90 84 83
113 40 49
127 89 40
59 21 0
76 108 90
58 36 95
40 111 -46
13 86 -34
72 132 5
64 12 27
132 128 69
28 40 -37
49 14 61
17 52 58
110 111 30
48 41 66
98 73 -9
59 44 -42
91 98 -30
3 25 26
107 82 -39
33 28 63
47 131 55
62 82 2
38 86 -19
115 38 2
43 108 -47
62 66 24
38 22 -13
1 46 83
61 116 87
26 6 -23
33 32 72
113 108 97
61 128 -49
9 56 -47
97 102 79
61 130 52
11 52 -17
100 126 31
74 61 -3
128 9 68
19 120 -28
42 99 77
75 41 27
56 125 -7
