165 319
117 156 52
72 108 -37
134 9 66
82 99 -36
93 75 85
52 10 60
61 139 10
37 104 -15
65 109 7
42 111 19
137 68 9
17 136 -26
140 71 53
9 93 97
96 105 55
57 110 28
136 69 56
99 75 -13
67 63 99
126 115 35
71 134 73
80 160 88
76 82 84
12 43 3
108 147 82
49 90 14
64 26 -5
114 136 -24
67 46 41
38 84 96
68 24 -16
147 117 92
123 105 32
60 58 -13
114 52 -9
83 117 -34
75 86 -44
129 97 54
15 43 8
127 128 -39
123 89 92
33 106 84
69 75 2
69 162 -21
115 150 34
42 4 3
77 21 50
63 146 -22
34 49 21
56 109 49
47 92 38
161 66 97
142 137 97
159 138 42
63 48 -32
160 150 -13
94 75 49
152 64 83
73 147 30
150 17 68
10 70 60
52 137 67
79 67 37
109 81 -36
165 76 41
134 142 26
52 100 68
127 99 45
52 34 95
61 104 -13
78 88 -8
142 83 -5
14 20 32
147 88 -9
77 35 86
30 37 84
84 111 -16
157 48 -16
85 73 53
21 105 14
94 40 81
40 130 76
154 65 40
76 126 97
136 140 59
71 25 100
71 80 45
106 122 83
143 73 92
66 161 -1
72 35 37
89 140 16
156 33 13
101 29 94
38 37 93
146 134 -46
135 6 -3
135 122 37
133 135 55
127 165 83
154 70 -22
141 118 21
121 137 33
64 70 74
78 138 -40
82 32 -9
9 104 21
119 165 -14
63 142 59
66 149 -31
129 131 -10
28 120 25
23 62 58
157 164 41
8 12 25
70 159 -22
106 52 23
134 49 44
30 92 -32
16 67 81
106 160 68
135 21 79
139 83 -14
131 94 15
142 111 46
8 71 61
138 33 60
164 154 55
74 52 68
103 108 53
162 50 18
118 17 73
143 94 -26
4 29 -36
79 56 -44
20 81 70
31 78 60
56 55 25
24 27 31
10 3 89
127 146 64
39 104 -22
79 37 82
74 17 -48
55 74 -27
141 150 65
114 84 82
20 106 9
98 95 88
144 130 -48
95 143 -45
40 110 60
12 34 92
98 135 -2
81 60 -28
51 38 -39
45 60 -23
151 139 -39
45 9 20
33 63 -9
125 77 16
102 74 72
24 96 -10
114 30 -47
25 124 91
164 93 2
31 86 4
13 157 -9
29 42 22
11 6 7
36 29 35
93 40 98
132 83 19
41 144 -7
149 80 80
49 114 -40
115 109 27
20 98 -18
26 16 44
120 126 17
96 160 2
67 98 -21
45 151 76
36 94 20
99 137 76
141 25 37
104 142 55
88 41 0
98 16 18
29 34 18
124 98 22
77 96 -43
17 147 92
129 100 -41
122 47 68
84 28 -1
151 29 16
20 70 17
104 149 58
34 136 -39
85 105 -10
156 9 87
79 62 -30
114 44 -43
48 164 47
45 135 -22
142 83 -2
136 156 75
99 20 2
141 74 -5
103 136 62
53 115 36
124 120 36
40 119 -33
41 1 -48
138 30 59
57 48 45
150 108 -22
99 15 63
24 144 -22
71 114 96
99 5 18
163 133 56
109 64 21
66 127 98
82 93 28
51 61 31
123 100 39
158 145 92
159 39 70
105 161 -10
66 156 17
125 94 12
107 20 70
124 59 20
4 119 64
111 106 10
19 28 28
162 149 -48
93 147 55
56 131 47
85 30 -37
111 162 27
154 98 80
136 30 38
116 40 -17
128 138 46
92 55 44
103 92 -4
50 23 22
158 47 42
149 156 36
9 150 14
163 146 73
54 72 62
149 52 81
44 125 25
105 91 19
59 125 72
41 70 9
69 9 -29
33 162 51
164 123 43
64 150 73
132 32 -40
154 115 -3
27 134 54
25 57 82
83 138 92
71 122 16
58 117 38
164 71 28
100 53 -30
100 25 51
156 55 -12
116 65 -48
56 116 16
108 3 -27
73 114 -35
165 137 20
114 75 18
142 35 44
46 131 -14
15 42 -35
18 82 -26
14 66 -46
149 65 -45
68 104 19
131 92 74
15 62 74
80 127 88
115 72 27
38 151 39
63 76 3
155 85 58
116 5 82
73 7 -32
162 15 62
28 102 94
17 142 68
147 97 81
128 101 -18
136 23 5
64 20 92
165 96 99
132 27 -35
83 31 -45
159 74 -47
72 85 -7
27 70 -27
89 54 39
161 91 -37
57 165 -26
149 12 -38
85 128 92
142 109 -43
49 4 -39
63 12 80
61 72 -33
