175 254
75 51 38
113 83 54
82 57 19
174 51 -36
88 57 77
45 139 94
96 71 68
15 52 5
150 144 -31
116 57 -39
99 29 50
86 160 79
129 127 46
77 25 -43
116 47 -22
96 1 76
60 21 40
138 9 61
84 129 -4
118 174 -18
28 102 91
83 104 56
82 79 -40
122 84 -8
17 34 -42
91 2 70
23 90 -28
8 94 85
173 118 18
18 171 -20
75 165 -20
94 35 73
163 172 -49
28 93 97
62 9 -12
2 128 -6
144 172 84
43 88 94
113 82 39
65 156 12
11 50 -10
173 61 93
23 163 -5
101 42 19
113 28 31
66 29 35
138 144 34
11 31 13
12 38 66
130 62 86
64 44 67
9 4 22
131 6 63
84 159 35
11 128 64
27 120 -27
38 110 -47
50 64 78
8 175 96
63 50 52
25 168 -32
130 120 -19
102 1 -48
58 148 45
25 21 -48
111 37 -30
73 99 73
139 174 -13
82 69 36
156 171 81
78 153 -37
171 36 -45
118 144 36
119 149 37
129 101 79
121 114 39
1 42 41
161 112 -31
109 77 87
89 129 43
87 43 91
119 143 70
163 134 74
44 148 -34
88 57 -15
165 65 42
122 117 -14
124 102 91
33 70 57
111 51 16
46 30 36
12 13 80
20 17 48
160 116 36
42 61 95
7 160 64
143 4 82
139 23 94
67 43 73
45 71 -24
79 131 79
92 33 17
169 66 -8
24 77 3
154 42 -20
44 122 4
127 25 -19
172 135 71
90 46 52
14 166 69
64 26 -48
40 135 -47
103 68 -47
69 90 8
82 8 -19
7 94 51
116 25 -45
31 51 96
79 44 56
18 84 -41
93 99 41
24 3 29
174 85 55
43 97 -14
74 103 52
26 166 -35
85 148 -43
64 142 -45
122 48 19
52 174 -7
123 11 -31
64 53 5
119 142 35
155 154 94
44 40 98
112 153 -43
83 62 17
71 20 -47
160 140 59
62 172 68
118 37 99
136 164 27
165 163 83
168 1 17
95 59 -25
18 138 26
76 118 39
56 103 -14
77 18 -25
32 17 94
174 47 -7
25 109 48
63 121 95
64 52 84
114 70 56
123 16 -12
125 77 86
124 27 94
134 88 19
173 166 -40
113 37 92
142 109 67
151 76 30
160 10 52
3 59 -49
170 68 -14
155 150 37
83 114 65
148 84 97
122 86 89
97 148 83
15 84 -8
54 141 44
174 142 10
90 163 54
85 53 -45
173 27 48
81 105 -31
107 52 23
113 2 45
147 60 18
155 18 27
42 82 37
109 103 8
25 105 46
98 6 95
38 174 -29
139 53 -28
10 105 16
34 31 -47
138 143 32
65 85 42
91 47 30
127 118 -27
24 82 -29
79 169 -5
19 135 82
133 76 -30
101 90 -34
126 81 73
166 7 -37
141 163 27
47 34 99
79 143 -12
80 69 3
86 140 48
95 102 53
9 1 -24
160 97 -19
143 174 76
29 149 -27
173 156 -35
66 146 45
101 15 -10
171 111 30
96 37 29
54 150 97
88 149 -36
94 107 -27
60 133 -43
118 135 32
8 61 -7
151 84 22
91 146 10
5 53 68
21 169 -35
168 85 43
9 90 35
101 148 31
34 87 44
62 38 8
46 146 100
166 56 -12
27 114 55
134 171 -2
76 101 -30
151 65 26
25 55 -43
51 36 -44
167 53 -6
115 23 -14
121 81 34
72 22 37
71 139 -28
99 162 10
60 47 2
14 77 64
1 89 -17
144 121 71
145 110 0
91 174 77
79 168 97
165 2 69
71 32 -8
