177 237
36 109 -18
88 92 -20
17 146 42
9 66 45
160 22 -9
139 38 10
128 110 71
100 86 13
77 61 -23
16 119 31
94 148 94
72 147 -25
10 119 -47
90 153 -50
55 150 -3
131 32 7
75 93 12
93 167 3
71 142 91
88 124 35
168 177 41
95 69 -15
69 144 80
117 70 20
84 60 -28
55 100 -11
32 135 -9
35 9 32
42 174 -50
46 166 2
83 99 7
176 82 4
41 93 -39
56 169 21
134 7 -9
120 149 60
91 157 74
12 88 15
118 45 13
95 123 -5
9 3 66
111 110 -18
86 25 11
79 86 40
139 113 81
89 19 -2
10 94 90
149 174 94
19 47 -9
129 173 93
47 125 93
157 31 -3
131 77 -48
56 18 -1
110 51 45
176 148 61
14 1 -48
170 32 90
21 63 -24
75 51 -29
107 153 32
86 4 -28
72 99 76
144 129 72
145 140 -42
80 109 24
7 140 -2
106 105 -41
108 148 -13
144 112 74
36 158 45
6 83 95
21 45 -48
44 38 30
154 91 26
120 6 -12
123 54 -9
117 130 78
36 118 -34
17 109 86
61 163 -35
10 139 -29
62 5 88
123 35 69
92 22 45
32 96 76
140 50 59
3 17 -27
140 2 3
123 127 42
1 109 54
114 89 8
28 100 -44
70 83 -46
6 4 -22
120 160 -34
85 95 10
125 36 81
48 36 -37
67 27 -24
153 83 40
101 117 37
18 69 14
138 127 24
27 9 48
9 87 -29
42 146 -36
52 103 31
150 65 34
33 153 54
66 55 -47
91 32 76
164 81 0
86 42 88
49 16 48
161 112 -18
58 172 -19
41 21 54
146 110 64
153 147 -19
89 63 83
4 161 19
77 115 89
137 175 28
85 136 19
127 119 17
177 6 36
29 170 24
56 105 -35
26 110 -16
6 87 99
111 132 -4
157 147 9
34 84 -15
7 3 38
174 124 100
18 9 77
113 40 61
141 103 79
89 2 84
150 77 -6
100 107 53
119 67 65
82 93 93
66 97 82
114 123 83
80 133 90
70 86 32
16 126 69
4 87 22
21 130 19
96 164 -29
104 153 -27
43 165 45
56 134 -34
28 22 -10
167 48 -48
20 38 -40
86 163 85
127 141 91
33 62 -46
121 3 23
47 9 -33
71 16 75
143 89 15
172 8 51
145 43 -35
97 34 -28
63 92 27
145 1 87
99 82 96
73 136 16
59 118 89
87 132 5
51 127 -19
125 104 98
37 85 37
14 163 26
131 40 39
13 156 16
34 119 50
68 95 46
38 137 76
21 63 -46
67 90 -40
157 31 -4
137 29 -1
33 83 61
14 40 -14
173 10 27
106 81 40
66 101 95
111 78 6
13 101 9
71 133 36
155 37 75
151 176 32
104 79 -19
164 106 97
74 146 27
120 159 65
88 16 -35
72 176 47
158 3 -3
65 23 -2
93 12 34
54 167 97
54 105 91
103 70 -34
21 2 -11
87 141 49
170 61 -47
93 159 -14
151 37 10
37 141 76
50 97 11
47 99 -32
87 36 -32
94 28 -16
42 52 -37
70 50 66
153 58 -1
51 33 42
67 28 -38
86 144 59
1 115 17
99 144 23
81 80 49
111 60 45
52 44 -22
41 163 80
98 154 21
19 53 -27
50 165 20
22 4 13
42 124 -13
117 155 87
