186 13435
182 43 316
164 112 5
95 70 543
53 155 271
12 137 568
58 23 928
21 133 907
128 79 83
153 82 842
144 88 586
49 56 385
48 109 924
177 184 832
91 180 366
42 138 818
137 25 564
83 86 425
132 152 243
117 105 387
13 67 105
137 24 376
136 115 204
69 32 968
139 45 985
180 78 137
72 96 338
50 181 124
9 94 624
110 169 770
92 110 533
106 16 648
160 164 180
179 122 971
146 54 972
163 158 921
79 124 604
154 37 816
153 116 732
131 14 140
18 160 302
13 44 996
178 30 45
175 163 694
109 37 970
17 66 925
101 15 522
70 149 880
122 14 941
6 147 553
136 2 569
168 138 96
77 180 633
143 103 28
143 116 492
35 165 329
73 118 171
10 177 602
26 164 555
23 120 605
80 25 811
145 77 908
78 149 297
125 6 209
128 48 86
142 98 821
48 183 53
84 46 800
75 147 721
56 125 440
37 15 419
159 103 239
63 174 82
6 23 86
57 100 235
61 120 872
166 51 651
95 141 907
5 112 195
89 20 632
116 20 450
41 29 22
61 91 585
102 45 532
121 185 805
58 122 78
16 1 580
78 24 652
28 71 334
132 36 552
52 55 66
91 23 85
147 150 781
175 143 176
47 3 497
184 172 426
90 98 555
104 60 689
118 169 426
78 84 144
30 74 27
23 149 501
21 124 416
48 85 125
21 148 773
120 169 46
141 177 285
169 40 944
146 156 191
30 91 610
131 176 393
118 4 251
141 121 649
61 7 190
178 46 244
88 122 978
4 140 10
7 183 755
74 133 667
44 12 184
154 54 607
140 138 855
16 54 190
72 11 239
186 82 136
63 31 167
136 98 468
81 87 830
58 17 977
84 70 473
120 85 173
6 110 862
42 148 138
133 110 827
108 26 56
157 138 831
108 149 621
1 11 457
112 79 405
177 5 926
4 45 244
103 179 979
37 105 833
66 78 509
44 79 480
91 151 404
155 107 150
134 45 126
58 13 161
124 25 537
135 133 206
54 36 36
165 34 67
163 55 852
66 107 163
13 158 962
114 67 729
79 33 57
173 99 889
42 80 505
128 78 755
157 32 189
137 64 369
124 69 701
82 158 784
17 22 453
88 116 772
13 46 88
19 79 756
166 33 606
14 26 53
93 31 377
142 76 253
82 105 103
52 140 486
178 99 389
55 63 937
86 167 43
6 5 714
3 16 663
146 136 962
144 113 577
114 124 337
7 32 841
69 17 163
184 183 173
135 3 338
72 9 448
41 9 577
104 123 532
123 32 68
21 171 86
82 110 864
153 121 889
90 22 505
149 3 434
119 69 167
143 22 815
72 73 554
26 99 118
47 165 534
146 92 259
140 142 182
105 160 912
18 126 467
167 116 994
143 129 123
65 134 864
178 131 206
171 138 280
171 118 42
50 102 704
20 94 451
